"Title","Year","Source title","DOI","Link","Abstract","Author Keywords"
"The Influence of the Availability Heuristic on Physicians in the Emergency Department","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117136983&doi=10.1016%2Fj.annemergmed.2021.06.012&partnerID=40&md5=8918df2c0131023235d29f4caab8ef45","Study objective: Heuristics, or rules of thumb, are hypothesized to influence the care physicians deliver. One such heuristic is the availability heuristic, under which assessments of an event's likelihood are affected by how easily the event comes to mind. We examined whether the availability heuristic influences physician testing in a common, high-risk clinical scenario: assessing patients with shortness of breath for the risk of pulmonary embolism. Methods: We performed an event study from 2011 to 2018 of emergency physicians caring for patients presenting with shortness of breath to 104 Veterans Affairs (VA) hospitals. Our measures were physician rates of pulmonary embolism testing (D-dimer and/or computed tomography scan) for subsequent patients after having a patient visit with a pulmonary embolism discharge diagnosis, hypothesizing that physician rates of pulmonary embolism testing would increase after having a recent patient visit with a pulmonary embolism diagnosis due to the availability heuristic. Results: The sample included 7,370 emergency physicians who had 416,720 patient visits for shortness of breath. The mean rate of pulmonary embolism testing was 9.0%. For physicians who had a recent patient visit with a pulmonary embolism diagnosis, their rate of pulmonary embolism testing for subsequent patients increased by 1.4 percentage points (95% confidence interval 0.42 to 2.34) in the 10 days after, which is approximately 15% relative to the mean rate of pulmonary embolism testing. We failed to find statistically significant changes in rates of pulmonary embolism testing in the subsequent 50 days following these first 10 days. Conclusion: After having a recent patient visit with a pulmonary embolism diagnosis, physicians increase their rates of pulmonary embolism testing for subsequent patients, but this increase does not persist. These results provide large-scale evidence that the availability heuristic may play a role in complex testing decisions. © 2021 Elsevier B.V., All rights reserved.","Thyrotropin; D Dimer; Thyrotropin; Adult; Aged; Article; Availability Bias; Chronic Obstructive Lung Disease; Congestive Heart Failure; Controlled Study; Deep Vein Thrombosis; Dyspnea; Electronic Health Record; Emergency Physician; Emergency Ward; Female; Human; Ischemic Heart Disease; Lung Embolism; Major Clinical Study; Male; Malignant Neoplasm; Middle Aged; Oxygen Saturation; Patient Care; Pneumothorax; Pulse Rate; Race; Tachycardia; Very Elderly; Veterans Health; X-ray Computed Tomography; Emergency Medicine; Protocol Compliance; Young Adult; Adult; Aged; Aged, 80 And Over; Dyspnea; Electronic Health Records; Emergency Medicine; Female; Guideline Adherence; Humans; Male; Middle Aged; Pulmonary Embolism; Veterans Health Services; Young Adult"
"A Chilling Conclusion to the Hypothermia Debate?: November 2021 Annals of Emergency Medicine Journal Club","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117124648&doi=10.1016%2Fj.annemergmed.2021.09.001&partnerID=40&md5=474cd8a862907b3611ce511102f82cdd","[No abstract available]","Article; Body Temperature; Bradycardia; Clinical Practice; Emergency Medicine; Emergency Physician; Emergency Ward; Human; Hypothermia; Induced Hypothermia; Medical Literature; Mortality Rate; Multicenter Study (topic); Out Of Hospital Cardiac Arrest; Quality Of Life; Randomized Controlled Trial (topic); Rankin Scale; Return Of Spontaneous Circulation; St Segment Elevation Myocardial Infarction; Warming"
"Vaccinate for a Bat? Let's Discuss That","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.06.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117114426&doi=10.1016%2Fj.annemergmed.2021.06.019&partnerID=40&md5=c3f6d8dc0a5e07e390f259e30101e707","[No abstract available]","Advisory Committee; Bat; Emergency Physician; Exposure; Human; Letter; Post Exposure Prophylaxis; Rabies; Vaccination; Animal; Clinical Decision Making; Emergency Medicine; Animals; Chiroptera; Clinical Decision-making; Emergency Medicine; Humans; Post-exposure Prophylaxis; Rabies; Vaccination"
"A Woman With Fatigue and Orthostatic Hypotension Who Had Run Out of Steroids","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117112280&doi=10.1016%2Fj.annemergmed.2021.04.021&partnerID=40&md5=a0f4e7d48444543e27a9ae62a09fad99","[No abstract available]","Prednisolone; Glucocorticoids; Prednisolone; Corticosteroid; Prednisolone; Glucocorticoid; Adrenal Cortex Insufficiency; Adult; Blood Pressure; Cardiothoracic Ratio; Case Report; Clinical Article; Disease Exacerbation; Drug Dose Reduction; Fatigue; Female; Heart Disease; Human; Lupus Vulgaris; Orthostatic Hypotension; Physical Examination; Short Survey; Systemic Lupus Erythematosus; Thorax; Thorax Radiography; Tubular Heart Syndrome; Adrenal Insufficiency; Complication; Diagnostic Imaging; Differential Diagnosis; Adrenal Insufficiency; Adult; Diagnosis, Differential; Fatigue; Female; Glucocorticoids; Humans; Hypotension, Orthostatic; Lupus Erythematosus, Systemic; Prednisolone; Radiography, Thoracic"
"A Woman With Painful Elbow","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117105020&doi=10.1016%2Fj.annemergmed.2021.05.006&partnerID=40&md5=0a0c90dac452bfc1b3d45e7eeb364922","[No abstract available]","Aged; Case Report; Clinical Article; Computer Assisted Tomography; Elbow Disease; Elbow Radiography; Female; Human; Pain; Physical Examination; Point Of Care Ultrasound; Short Survey; Arthralgia; Diagnostic Imaging; Differential Diagnosis; Echography; Elbow; Fracture; Injury; Olecranon; Point Of Care System; Radiography; Aged; Arthralgia; Diagnosis, Differential; Elbow Joint; Female; Fractures, Bone; Humans; Olecranon Process; Point-of-care Systems; Radiography; Ultrasonography"
"Boy With Visual Loss","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117100417&doi=10.1016%2Fj.annemergmed.2021.05.004&partnerID=40&md5=417a4798cf874779ed64465378621105","[No abstract available]","B Scan; Blindness; Case Report; Child; Clinical Article; Eye Examination; Eye Injury; Follow Up; Human; Leukokoria; Male; Monocular Vision; School Child; Short Survey; Traumatic Cataract; Treatment Outcome; Visual Acuity; Visual Impairment; Cataract; Cataract Extraction; Diagnostic Imaging; Differential Diagnosis; Echography; Lens Implantation; Point Of Care System; Procedures; Visual Disorder; Cataract; Cataract Extraction; Child; Diagnosis, Differential; Humans; Lens Implantation, Intraocular; Male; Point-of-care Systems; Ultrasonography; Vision Disorders"
"A Woman with Fever, Cough, and Dyspnea","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117095843&doi=10.1016%2Fj.annemergmed.2021.04.030&partnerID=40&md5=0ed4cb490329f1dce903fdbebffb09fc","[No abstract available]","Ceftriaxone; Sultamicillin; Anti-bacterial Agents; Ceftriaxone; Ceftriaxone; Inotropic Agent; Sultamicillin; Antiinfective Agent; Abnormal Respiratory Sound; Abscess Drainage; Adult; Blood Culture; Case Report; Clinical Article; Computer Assisted Tomography; Coughing; Dyspnea; Emergency Ward; Female; Fever; Hospital Discharge; Human; Intubation; Ischemic Stroke; Middle Aged; Nonhuman; Percutaneous Drainage; Pneumonia; Point Of Care Testing; Point Of Care Ultrasound; Salmonella; Septic Shock; Short Survey; Spleen Abscess; Spleen Rupture; Thorax Pain; Thorax Radiography; Abscess; Diagnostic Imaging; Differential Diagnosis; Echography; Microbiology; Salmonellosis; Spleen Disease; Abscess; Anti-bacterial Agents; Ceftriaxone; Cough; Diagnosis, Differential; Drainage; Dyspnea; Female; Fever; Humans; Middle Aged; Point-of-care Testing; Radiography, Thoracic; Salmonella Infections; Splenic Diseases; Ultrasonography"
"Construction Worker with Painful Swelling on the Hand","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117089363&doi=10.1016%2Fj.annemergmed.2021.05.033&partnerID=40&md5=f0495cb2d3c5d7811b3a985b773a246d","[No abstract available]","Adult; Cardiovascular Malformation; Case Report; Clinical Article; Computed Tomographic Angiography; Construction Worker; Hand Swelling; Histopathology; Human; Hypothenar Hammer Syndrome; Point Of Care Ultrasound; Short Survey; Vascularization; Arteriovenous Malformation; Building Industry; Diagnostic Imaging; Edema; Hand; Radial Artery; Adult; Arteriovenous Malformations; Computed Tomography Angiography; Construction Industry; Edema; Hand; Humans; Radial Artery"
"Man With Chest Trauma","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117083544&doi=10.1016%2Fj.annemergmed.2021.06.009&partnerID=40&md5=99bbbddcd3040bf8502cc4ca7061cb95","[No abstract available]","Adult; Blood Pressure Measurement; Breathing Rate; Case Report; Clinical Article; Confusion; Deep Sulcus Sign With Pneumothorax; Disease Severity; Echography; Head Injury; Human; Limb Injury; Lower Limb; Male; Middle Aged; Pathogenesis; Pneumothorax; Pulse Rate; Short Survey; Thoracostomy; Thorax Blunt Trauma; Thorax Injury; Thorax Radiography; Tube Thoracostomy; Blunt Trauma; Diagnostic Imaging; Fracture; Injury; Rib; X-ray Computed Tomography; Fractures, Bone; Humans; Male; Middle Aged; Pneumothorax; Ribs; Thoracic Injuries; Tomography, X-ray Computed; Ultrasonography; Wounds, Nonpenetrating"
"Male with Diffuse Abdominal Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117074551&doi=10.1016%2Fj.annemergmed.2021.05.001&partnerID=40&md5=9dde7fb0e42ce62f5cdd69c10641cb3e","[No abstract available]","Alanine Aminotransferase; Aspartate Aminotransferase; Bilirubin; Alanine Aminotransferase; Aspartate Aminotransferase; Bilirubin; Abdominal Pain; Abdominal Radiography; Abdominal Tenderness; Aged; Alanine Aminotransferase Blood Level; Alcohol Liver Cirrhosis; Aspartate Aminotransferase Blood Level; Bilirubin Blood Level; Case Report; Clinical Article; Computer Assisted Tomography; Disease Duration; Disease Exacerbation; Human; Jaundice; Male; Palpation; Peritoneal Fibrosis; Physical Examination; Short Survey; Diagnostic Imaging; Differential Diagnosis; X-ray Computed Tomography; Abdominal Pain; Aged; Diagnosis, Differential; Humans; Male; Peritoneal Fibrosis; Tomography, X-ray Computed"
"Pandemic Intern","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117066218&doi=10.1016%2Fj.annemergmed.2021.04.007&partnerID=40&md5=2df547cb013a5c5a3a2c1e652a615f60","[No abstract available]","Clinical Competence; Coronavirus Disease 2019; Editorial; Grief; Human; Medical Education; Medical Literature; Pandemic; Respiratory Tract Intubation"
"Door-In-Door-Out Process Times at Primary Stroke Centers in Chicago","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.06.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115943528&doi=10.1016%2Fj.annemergmed.2021.06.018&partnerID=40&md5=491a0b663a5bf43231032302c2fde2e7","Study objective: Acute stroke patients often require interfacility transfer from primary stroke centers to comprehensive stroke centers. Given the time-sensitive benefits of endovascular reperfusion, reducing door-in-door-out time at the primary stroke center is a target for quality improvement. We sought to identify modifiable predictors of door-in-door-out times at 3 Chicago-region primary stroke centers. Methods: We performed a retrospective analysis of consecutive patients with acute stroke from February 1, 2018 to January 31, 2020 who required transfer from 1 of 3 primary stroke centers to 1 of 3 affiliated comprehensive stroke centers in the Chicago region. Stroke coordinators at each primary stroke center abstracted data on type of transport, medical interventions and treatments prior to transfer, and relevant time intervals from patient arrival to departure. We evaluated predictors of door-in-door-out time using median regression models. Results: Of 191 total patients, 67.9% arrived by emergency medical services and 57.4% during off-hours. Telestroke was performed in 84.2%, 30.5% received alteplase, and 48.4% underwent a computed tomography (CT) angiography at the primary stroke center. The median door-in-door-out time was 148.5 (interquartile range 106 to 207.8) minutes. The largest contributors to door-in-door-out time, in minutes, were CT to CT angiography time (22 [7 to 73.5]), transfer center contact to ambulance request time (20 [8 to 53.3]), ambulance request to arrival time (20.5 [14 to 36]), and transfer ambulance time at primary stroke center (26 [21 to 35]). Factors associated with door-in-door-out time were (adjusted median differences, in minutes [95% confidence intervals]): CT angiography performed at primary stroke center (+39 [12.3 to 65.7]), walk-in arrival mode (+53 [4.1 to 101.9]), administration of intravenous alteplase (-29 [-31.3 to -26.7]), intubation at primary stroke center (+23 [7.3 to 38.7]), and ambulance request by primary stroke center (-20 [-34.3 to -5.7]). Conclusion: Door-in-door-out times at Chicago-area primary stroke centers average nearly 150 minutes. Reducing time to CT angiography, receipt of alteplase, and ambulance request are likely important modifiable targets for interventions to decrease door-in-door-out times at primary stroke centers. © 2021 Elsevier B.V., All rights reserved.","Alteplase; Tissue Plasminogen Activator; Fibrinolytic Agents; Tissue Plasminogen Activator; Alteplase; Anticoagulant Agent; Antihypertensive Agent; Fibrinolytic Agent; Tissue Plasminogen Activator; Advanced Life Support; Ambulance; Ambulance Transportation; Antihypertensive Therapy; Cerebrovascular Accident; Cervical Spine; Computed Tomographic Angiography; Computer Assisted Tomography; Conference Paper; Controlled Study; Emergency Care; Emergency Health Service; Human; Illinois; Intensivist; Intubation; Major Clinical Study; Missed Diagnosis; Multicenter Study; Neurologic Examination; Neurologist; Neurosurgeon; Nuclear Magnetic Resonance Imaging; Patient Transport; Primary Health Care; Retrospective Study; Telemedicine; Time To Treatment; Clinical Trial; Diagnostic Imaging; Time Factor; X-ray Computed Tomography; Chicago; Emergency Medical Services; Fibrinolytic Agents; Humans; Patient Transfer; Retrospective Studies; Stroke; Time Factors; Time-to-treatment; Tissue Plasminogen Activator; Tomography, X-ray Computed"
"Peering Through the Telescope: Bringing POCUS for Intussusception into Focus","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112586770&doi=10.1016%2Fj.annemergmed.2021.06.008&partnerID=40&md5=3c045af2ed02fb9c95493712a3e3db3b","[No abstract available]","Clinician; Editorial; Emergency Care; Emergency Medicine; Emergency Physician; Emergency Ward; Fluoroscopy; Follow Up; Health Care Quality; Human; Intussusception; Patient Information; Pediatric Emergency Medicine; Physical Examination; Point Of Care Ultrasound; Radiologist; Screening Test; Sensitivity And Specificity; Diagnostic Imaging; Echography; Point Of Care System; Humans; Intussusception; Point-of-care Systems; Ultrasonography"
"Personal Protective Equipment Adherence of Pediatric Resuscitation Team Members During the COVID-19 Pandemic","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111891473&doi=10.1016%2Fj.annemergmed.2021.05.022&partnerID=40&md5=1696f5a7d376cc37b4b81cd6f35c0b39","Study objective: During the COVID-19 pandemic, health care workers have had the highest risk of infection among essential workers. Although personal protective equipment (PPE) use is associated with lower infection rates, appropriate use of PPE has been variable among health care workers, even in settings with COVID-19 patients. We aimed to evaluate the patterns of PPE adherence during emergency department resuscitations that included aerosol-generating procedures. Methods: We conducted a retrospective, video-based review of pediatric resuscitations involving one or more aerosol-generating procedures during the first 3 months of the COVID-19 pandemic in the United States (March to June 2020). Recommended adherence (complete, inadequate, absent) with 5 PPE items (headwear, eyewear, masks, gowns, gloves) and the duration of potential exposure were evaluated for individuals in the room after aerosol-generating procedure initiation. Results: Among the 345 health care workers observed during 19 resuscitations, 306 (88.7%) were nonadherent (inadequate or absent adherence) with the recommended use of at least 1 PPE type at some time during the resuscitation, 23 (6.7%) of whom had no PPE. One hundred and forty health care workers (40.6%) altered or removed at least 1 type of PPE during the event. The aggregate time in the resuscitation room for health care workers across all events was 118.7 hours. During this time, providers had either absent or inadequate eyewear for 46.4 hours (39.1%) and absent or inadequate masks for 35.2 hours (29.7%). Conclusion: Full adherence with recommended PPE use was limited in a setting at increased risk for SARS-CoV-2 virus aerosolization. In addition to ensuring appropriate donning, approaches are needed for ensuring ongoing adherence with PPE recommendations during exposure. © 2021 Elsevier B.V., All rights reserved.","Aerosol Generating Procedure; Article; Controlled Study; Coronavirus Disease 2019; Emergency Ward; Health Care Personnel; Human; Major Clinical Study; Occupational Exposure; Pandemic; Pediatric Patient; Protocol Compliance; Respiratory Tract Intubation; Resuscitation; Retrospective Study; Tracheostomy; United States; Videorecording; Child; Epidemiology; Hospital; Hospital Emergency Service; Infection Control; Patient Care; Practice Guideline; Prevention And Control; Procedures; Protective Equipment; Child; Covid-19; Emergency Service, Hospital; Guideline Adherence; Hospitals, Pediatric; Humans; Infection Control; Pandemics; Patient Care Team; Personal Protective Equipment; Practice Guidelines As Topic; Resuscitation; Retrospective Studies; Sars-cov-2"
"United States Best Practice Guidelines for Primary Palliative Care in the Emergency Department","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111854943&doi=10.1016%2Fj.annemergmed.2021.05.021&partnerID=40&md5=c77f885d61f76ff8ee896a6f373e1c57","The growing palliative care needs of emergency department (ED) patients in the United States have motivated the development of ED primary palliative care principles. An expert panel convened to develop best practice guidelines for ED primary palliative care to help guide frontline ED clinicians based on available evidence and consensus opinion of the panel. Results include recommendations for screening and assessment of palliative care needs, ED management of palliative care needs, goals of care conversations, ED palliative care and hospice consults, and transitions of care © 2021 Elsevier B.V., All rights reserved.","Article; Conversation; Emergency Ward; Hospice; Human; Palliative Therapy; Transitional Care; United States; Advance Care Planning; Clinical Observation; Clinical Study; Diagnosis; Electronic Health Record; Emergency Medicine; Patient Referral; Patient Transport; Primary Health Care; Protocol Compliance; Advance Care Planning; Electronic Health Records; Emergency Medicine; Guideline Adherence; Humans; Palliative Care; Patient Transfer; Primary Health Care; Referral And Consultation"
"Disparities in Accessing and Reading Open Notes in the Emergency Department Upon Implementation of the 21st Century CURES Act","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111853419&doi=10.1016%2Fj.annemergmed.2021.06.014&partnerID=40&md5=547e15c6d7bf534f1761ba95e06e8826","Study objective: There is a continued movement toward health data transparency, accelerated by the 21st Century CURES Act, which mandated the automatic and immediate release of clinical notes, often termed “open notes.” Differences in utilization among different patient demographics and disproportionately affected populations within the emergency department (ED) are not yet known. Methods: This was an observational study of 10 EDs and 3 urgent care centers across a single health system over a 13-week period from February 1, 2021 to May 2, 2021. Primary outcomes included the proportion of patients with patient portal access to open notes at the time of encounter, the proportion of patients with access who opened the clinical note, and time from clinical note signing to patient read. Results: Among 98,725 patient visits, less than half (48.9%) had patient portal access, of which 13.7% read an open note. Access was less likely in patients who were under age 18 (odds ratio 0.10, 95% confidence interval 0.08 to 0.11), older than 65 (0.82, 0.73 to 0.93), Black non-Hispanic (0.66, 0.61 to 0.73), non-English speakers, and on public insurance. Patients were less likely to read open notes if they identified as Black non-Hispanic (0.61, 0.57 to 0.66), spoke Spanish (0.70, 0.60 to 0.81), or were on public insurance. Conclusion: We identified substantial differences in digital access to clinical notes as well as patient utilization of open notes in a large, diverse sample. Health transparency initiatives must address not only technology adoption broadly but also the unique barriers faced by populations experiencing disadvantage to facilitate equitable access to and awareness about digital health tools without the unintended consequence of expanding disparities. © 2021 Elsevier B.V., All rights reserved.","Adoption; Adult; Article; Awareness; Emergency Ward; Female; Human; Insurance; Major Clinical Study; Male; Medical Record; Multicenter Study; Observational Study; Outcome Assessment; Access To Information; Adolescent; Aged; Clinical Decision Making; Clinical Trial; Electronic Health Record; Health Care Policy; Hospital Emergency Service; Middle Aged; Young Adult; Access To Information; Adolescent; Adult; Aged; Clinical Decision-making; Electronic Health Records; Emergency Service, Hospital; Female; Health Policy; Health Records, Personal; Humans; Male; Middle Aged; Young Adult"
"What is the Efficacy of Initial Therapies for Bleeding from Esophageal Varices in Adult Patients With Cirrhosis?","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111740033&doi=10.1016%2Fj.annemergmed.2021.05.014&partnerID=40&md5=74facca34e485e1c00c0991c94f19261","[No abstract available]","Vasopressin Derivative; Somatostatin Derivative; Vasopressin Derivative; Adverse Outcome; Bleeding; Blood Transfusion; Decompensated Liver Cirrhosis; Drug Efficacy; Editorial; Endoscopic Sclerotherapy; Esophagus Varices; Human; Length Of Stay; Meta Analysis (topic); Mortality; Network Meta-analysis; Quality Of Life; Randomized Controlled Trial (topic); Stomach Varices; Treatment Outcome"
"Documentation of Shared Decisionmaking in the Emergency Department","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111596045&doi=10.1016%2Fj.annemergmed.2021.04.038&partnerID=40&md5=5e96693095ed98dfed55c8485bb6de48","Study objective: While patient-centered communication and shared decisionmaking are increasingly recognized as vital aspects of clinical practice, little is known about their characteristics in real-world emergency department (ED) settings. We constructed a natural language processing tool to identify patient-centered communication as documented in ED notes and to describe visit-level, site-level, and temporal patterns within a large health system. Methods: This was a 2-part study involving (1) the development and validation of an natural language processing tool using regular expressions to identify shared decisionmaking and (2) a retrospective analysis using mixed effects logistic regression and trend analysis of shared decisionmaking and general patient discussion using the natural language processing tool to assess ED physician and advanced practice provider notes from 2013 to 2020. Results: Compared to chart review of 600 ED notes, the accuracy rates of the natural language processing tool for identification of shared decisionmaking and general patient discussion were 96.7% (95% CI 94.9% to 97.9%) and 88.9% (95% confidence interval [CI] 86.1% to 91.3%), respectively. The natural language processing tool identified shared decisionmaking in 58,246 (2.2%) and general patient discussion in 590,933 (22%) notes. From 2013 to 2020, natural language processing-detected shared decisionmaking increased 300% and general patient discussion increased 50%. We observed higher odds of shared decisionmaking documentation among physicians versus advanced practice providers (odds ratio [OR] 1.14, 95% CI 1.07 to 1.23) and among female versus male patients (OR 1.13, 95% CI 1.11 to 1.15). Black patients had lower odds of shared decisionmaking (OR 0.8, 95% CI 0.84 to 0.88) compared with White patients. Shared decisionmaking and general patient discussion were also associated with higher levels of triage and commercial insurance status. Conclusion: In this study, we developed and validated an natural language processing tool using regular expressions to extract shared decisionmaking from ED notes and found multiple potential factors contributing to variation, including social, demographic, temporal, and presentation characteristics. © 2022 Elsevier B.V., All rights reserved.","Adult; Advanced Practice Provider; Article; Controlled Study; Decision Making; Demography; Documentation; Emergency Health Service; Emergency Ward; Female; Human; Insurance; Male; Medical Record Review; Natural Language Processing; Retrospective Study; Validation Process; Adolescent; Aged; Child; Doctor Patient Relationship; Electronic Health Record; Emergency Medicine; Infant; Interpersonal Communication; Middle Aged; Newborn; Preschool Child; Questionnaire; Very Elderly; Young Adult; Adolescent; Adult; Aged; Aged, 80 And Over; Child; Child, Preschool; Communication; Decision Making, Shared; Electronic Health Records; Emergency Medicine; Female; Humans; Infant; Infant, Newborn; Male; Middle Aged; Natural Language Processing; Physician-patient Relations; Retrospective Studies; Surveys And Questionnaires; Young Adult"
"Centers for Medicare and Medicaid Services Merit-Based Incentive Payment System Value Pathways: Opportunities for Emergency Clinicians to Turn Policy Into Practice","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111001364&doi=10.1016%2Fj.annemergmed.2021.05.017&partnerID=40&md5=d5b9d503cdcb3f4a907908c18a7043c0","[No abstract available]","Clinician; Emergency Care; Emergency Medicine; Health Care Policy; Health Care Practice; Health Care Quality; Health Care System; Health Center; Human; Medicaid; Medical Research; Medicare; Merit Based Incentive Payment System; Review; Patient-reported Outcome; Personnel Management; Reimbursement; United States; Centers For Medicare And Medicaid Services, U.s.; Emergency Medicine; Health Policy; Humans; Patient Reported Outcome Measures; Physician Incentive Plans; Quality Assurance, Health Care; Reimbursement, Incentive"
"Treating Pediatric and Geriatric Patients at Risk of Suicide in General Emergency Departments: Perspectives From Emergency Department Clinical Leaders","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110243561&doi=10.1016%2Fj.annemergmed.2021.04.025&partnerID=40&md5=053852d4ae594123de78a9b2cb9f695f","Study objective: We explored emergency department clinical leaders’ views on providing emergency mental health services to pediatric and geriatric patients with suicidal ideation and suicide attempts. Methods: We conducted semistructured interviews with a total of 34 nursing directors, medical directors, and behavioral health managers at 17 general hospital EDs across the United States, using purposive sampling to ensure variation among hospitals. Interviews were audio-recorded, transcribed verbatim, and coded and analyzed using Atlas.ti and a directed content analysis approach. Results: Respondents from across a range of ED types expressed concerns regarding the capacity of their EDs to meet mental health needs of children and older adults. They experienced emotional distress over the increasing number of pediatric patients presenting to EDs with suicidal ideation/suicide attempt and described EDs as inappropriate environments for young patients with suicidal ideation/suicide attempt. Similarly, leaders expressed feeling ill-equipped to diagnose and treat geriatric patients with suicidal ideation/suicide attempt, who often had medical comorbidities that complicated treatment planning. Respondents noted that pediatric and geriatric patients frequently boarded in the ED. Some felt compelled to use creative solutions to provide safe spaces for pediatric and geriatric patients. Respondents voiced frustration over the lack of outpatient and inpatient mental health services for these patients. Conclusion: Clinical leaders in EDs across the nation expressed distress at feeling they were not adequately equipped to meet the needs of pediatric and geriatric patients with suicidal ideation/suicide attempt. Future innovations to provide ED care for children and older adults with suicidal ideation/suicide attempt might include training for ED teams, access to specialist mental health clinicians through telehealth, and adaptations of physical spaces. © 2021 Elsevier B.V., All rights reserved.","Aged; Article; Child; Content Analysis; Controlled Study; Emergency Ward; Emotional Stress; General Hospital; Geriatric Patient; Health Care Need; High Risk Population; Human; Medical Director; Mental Health Care; Mental Health Service; Nurse Administrator; Nursing Director; Pediatric Patient; Qualitative Analysis; Semi Structured Interview; Suicidal Ideation; Suicide Attempt; Treatment Planning; United States; Adolescent; Adult; Emergency Medicine; Health Care Quality; Health Personnel Attitude; Middle Aged; Very Elderly; Young Adult; Adolescent; Adult; Aged; Aged, 80 And Over; Attitude Of Health Personnel; Child; Emergency Medicine; Humans; Mental Health Services; Middle Aged; Quality Of Health Care; Suicidal Ideation; Suicide, Attempted; Young Adult"
