"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","PubMed ID"
"Can upgrading information infrastructure improve the innovation ability of companies? Empirical evidence from China","2023","Telecommunications Policy","8","10.1016/j.telpol.2023.102569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159162821&doi=10.1016%2fj.telpol.2023.102569&partnerID=40&md5=0d7c05f58c5c4cb61f3e85b713e87cbf","The development of information technology has become a new driving force for companies' innovation. Upgrading the information infrastructure lays a foundation for companies to use information technology to innovate; therefore, this study examines the impact of information infrastructure upgrading on companies' innovation ability and the intermediate mechanism. Using a sample of China's listed companies of A-share from 2011 to 2018, this study used the staggered difference-in-difference method to investigate the impact of information infrastructure upgrading on innovation input, innovation output and quality. The results show that upgrading information infrastructure has a ‘double-edged sword’ effect on the innovation ability of companies. Companies' innovation input and output significantly increase, but innovation quality decreases. Additionally, further analysis indicates that financial constraints and managerial myopia are intermediary mechanisms for this effect. Our research results provide theoretical and empirical evidence for companies to enhance their innovation ability. © 2023 Elsevier Ltd","Broadband China; Company innovation ability; Information infrastructure upgrade; Managerial myopia; Staggered difference-in-difference",""
"Digital dividend or digital divide? Digital economy and urban-rural income inequality in China","2023","Telecommunications Policy","23","10.1016/j.telpol.2023.102616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166131091&doi=10.1016%2fj.telpol.2023.102616&partnerID=40&md5=fd43a09103a00c7cb53713f3d9659411","This study investigates the impact of the digital economy on income inequality between urban and rural areas. Panel data covering 194 cities in China from 2011 to 2018 are employed to construct a digital economy development index using the entropy value method. Nonlinear and threshold models are executed to ascertain how digital economy development influences the urban-rural income gap in China. The results reveal a U-shaped relationship between the digital economy and the urban-rural income gap. Furthermore, the threshold effect analysis demonstrates a digital divide in diverse regions due to different urbanization stages. This study furnishes empirical evidence for attaining balanced urban-rural development in the digital economy in developing countries. © 2023 Elsevier Ltd","Digital economy; Threshold model; Urban-rural income gap; Urbanization",""
"Evaluating the impact of broadband access and internet use in a small underserved rural community","2023","Telecommunications Policy","7","10.1016/j.telpol.2023.102499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146147342&doi=10.1016%2fj.telpol.2023.102499&partnerID=40&md5=ea4b85997cf6b00dd0c3ef1b8f5ffdf9","Having adequate access to the internet at home enhances quality-of-life for households and facilitates economic and social opportunities. Despite increased investment in response to the COVID-19 pandemic, millions of households in the rural United States still lack adequate access to high-speed internet. In this study, we evaluate a wireless broadband network deployed in Turney, a small, underserved rural community in northwest Missouri. In addition to collecting survey data before and after this internet intervention, we collected pre-treatment and post-treatment survey data from comparison communities to serve as a control group. Due to technical constraints, some of Turney's interested participants could not connect to the network, creating an additional comparison group. These comparisons suggest two primary findings, (1) changes in using the internet for employment, education, and health could not be directly attributed to the internet intervention, and (2) the internet intervention was associated with benefits stemming from the ability to use multiple devices at once. This study has implications for the design of future broadband evaluation studies, particularly those examining underserved rather than unserved communities. Recommendations for identifying appropriate outcome variables, executing recruitment strategies, and selecting the timing of surveys are made. © 2023 The Authors","Economic and social benefits; Evaluation; Rural broadband; Underserved community; Wireless",""
"Measuring incumbent ISP response to municipal broadband opt-out referenda in Colorado","2023","Telecommunications Policy","0","10.1016/j.telpol.2023.102671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174716354&doi=10.1016%2fj.telpol.2023.102671&partnerID=40&md5=c49a2ea592329a8ec4cc49496785fe31","This paper examines how the quality of Internet service from existing providers is affected when voters in Colorado approve referenda eliminating a barrier to their local governments providing broadband service. Using a difference-in-differences framework, the research design exploits variation in the timing of a community's approval of a referendum in order to examine whether incumbent private providers adjust their speed offerings in response to the signal that public entry is more likely. Faster upgrades could suggest that incumbents do so to deter public entry or that potential competition is quality-enhancing. Slower upgrades could suggest that public entry threats deter investment in quality. I find no evidence that cable providers’ upgrading behavior responds to the passage of a referendum. However, after a municipality passes a referendum, the largest DSL provider in the state offers speeds in that local area 11%–26% lower than what they would have been otherwise. I find weak evidence that small-time DSL providers substantially upgrade speeds after a referendum passes. Analyses of a referendum's effect on subscription rates are inconclusive. © 2023 Elsevier Ltd","Broadband regulation; Colorado; Internet service; Local referendum; Mixed market competition; Public entry threat",""
"Why do Korean users intend to subscribe to global OTT service through their local IPTV service?","2023","Telecommunications Policy","1","10.1016/j.telpol.2023.102541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151333537&doi=10.1016%2fj.telpol.2023.102541&partnerID=40&md5=624f26d69d977608f5c70af4399b0709","Korean local IPTV users have another option to subscribe to and use the global OTT service through the cooperation between their IPTV service and global OTT service. Though the success of this cooperation will likely depend on users' responses to it, there are few studies to examine users' intention to subscribe to new global OTT service through local IPTV service. This study aims to examine why Korean users intend to subscribe to global OTT service through their local IPTV service. We conducted an online survey with current users of LG Uplus IPTV who were aware of Disney Plus, and we analyzed the model using the PLS-SEM method. The results showed that the perceived value of global OTT service was a major factor affecting IPTV users' intentions to subscribe to global OTT service through local IPTV service. The results also indicated the perceived monetary value of global OTT and the diversity of local (Korean) content would be crucial factor affecting the perceived value of global OTT service. However, users' dissatisfaction with local IPTV did not appear to affect users’ intentions. © 2023 Elsevier Ltd","Cooperation; Dissatisfaction with local IPTV; Diversity of local content; Global over-the-top (OTT); Local internet protocol television (IPTV); Perceived value of global OTT service",""
"Measurement model for dynamic capabilities of an academic library (DCAL)","2023","Library and Information Science Research","0","10.1016/j.lisr.2023.101266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173359482&doi=10.1016%2fj.lisr.2023.101266&partnerID=40&md5=1ef86f284103c7205a943e7364268347","Environmental changes such as the evolving needs of society, advancements in technologies, and shifting learning paradigms have impacted the way academic libraries operate. Academic libraries must respond to environmental changes by acquiring new capabilities. Using the strategic management concept of dynamic capabilities, this study investigates the relationship between the dynamic capabilities of an academic library and its overall performance. This study uses the structural equation modelling (SEM) technique and develops a new model, the DCAL model, for academic libraries to build these new capabilities. The analysis of the DCAL model indicates a positive and significant relationship between the three core capabilities, searching, seizing, and transforming, and the overall performance of the academic library. This study also identifies activities, scouting for new technologies that can be adapted by academic libraries, piloting projects, analysing large amounts of data, balancing routine work with innovative work, and the need for academic librarians to build capabilities to perform those activities to succeed in their future roles. © 2023 Elsevier Inc.","Academic librarianship; Dynamic capabilities; Searching; Seizing; Transforming",""
"Digital economy and settlement intention of migrants in urban China","2023","Telecommunications Policy","3","10.1016/j.telpol.2023.102666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173552640&doi=10.1016%2fj.telpol.2023.102666&partnerID=40&md5=cd34a1abc6525a937e776019749de572","This paper utilizes data from the China Migrants Dynamic Survey (CMDS) and the digital economy index at the city level to empirically examine the impact of the digital economy on migrants’ settlement intention. The results reveal a substantial enhancement in migrants' settlement intention due to the digital economy, and these findings remain robust when considering model misspecification, measurement error, and endogeneity of the digital economy. Furthermore, the digital economy contributes to migrants' settlement intention by fostering entrepreneurial activities and augmenting household income. Additionally, we find a significant and positive effect of the digital economy on the settlement intention of migrants with agricultural hukou, while no significant effect is observed for migrants with non-agricultural hukou. Overall, this study offers novel insights into strategies for promoting urbanization. © 2023 Elsevier Ltd","Digital economy; Migrants; Settlement intention",""
"Exploring how regulators face platform business issues in the lifecycle stages: Evidence of iranian ride-hailing platform business","2023","Telecommunications Policy","2","10.1016/j.telpol.2023.102582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159914620&doi=10.1016%2fj.telpol.2023.102582&partnerID=40&md5=fae87db0ee824444613b5bc6e9a1d0ae","The emergence of Platform Businesses (PBs) has caused a conflict between the traditional and new economic actors. Furthermore, it has escalated to government bodies with different beliefs and formed diverse coalitions, including among government bodies. Therefore, governments, given their regulatory and supportive roles, should be able to intervene at the right time with practical tools and trade off their internal conflicts. This paper uses an exploratory-abductive approach to identify the challenges of the regulation during the lifecycle of PBs, explores the conflicts of interest among economic actors, examines the government intervention in the economy, and explains the regulatory and supportive roles of the government. Data was collected through semi-structured interviews with PB experts, who have active roles in the regulatory process, and with well-known academics on the subject. Reviewing the pathways of PBs in Iran between 2014 and 2018, the paper suggests five propositions using regulation economics and advocacy coalition framework to develop the regulatory roles of government. The results demonstrate that PBs’ lifecycle, shifting from one-sided to two-sided market, moving from ownership to accessibility, and timing of intervention significantly support the development of Cognitive Tools, Regulation Frameworks, and Regulation Tools. © 2023 Elsevier Ltd","Advocacy coalition framework; Institutional innovation; Platform business; Regulation economics; Timing of regulation",""
"Examining the US amateur-radio community through a polycentricity lens","2023","Telecommunications Policy","1","10.1016/j.telpol.2023.102667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173847617&doi=10.1016%2fj.telpol.2023.102667&partnerID=40&md5=07da2e6ea58e84bc324dcd7f702baf65","Amateur radio (AR) operators provide societal services in public safety, spectrum applications, and training future experts. However, benefits derived from these services are challenging to define formally or contractually, resulting in potential under-provisioning in traditional market economies. We propose that communities like AR that aim to promote such open-ended innovation may not benefit from exclusive-resource rights and trading. Instead of market mechanisms, non-exclusive rights regimes can be analyzed through a lens of polycentricity, but such regimes require consensus on adaptable non-market governance rules and incentive-compatible mechanisms for monitoring, sanctioning, and exclusion of nonmembers. Our AR case study exemplifies stakeholders replacing market governance with nonexclusive property-rights models to harmonize diverse autonomous entities in producing open-ended societal services. © 2023","Amateur radio; Coproduction; Open-ended innovation; Polycentricity; Social-service provision; Unassigned spectrum rights",""
"Do subscribers of mobile networks care about Data Throttling?","2023","Telecommunications Policy","0","10.1016/j.telpol.2023.102665","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173389392&doi=10.1016%2fj.telpol.2023.102665&partnerID=40&md5=891945ea9761c8199f0366d88dc955a0","Network neutrality mandates have been made out either as necessary to ensure a level playing field in online markets or, alternatively, as overly restrictive regulation preventing innovation and investment. However, there is little empirical research on the consequences of data throttling, which becomes legal without network neutrality regulations. We combine throughput levels measured for mobile ISPs in the United States with usage data to explore how sensitive users are to such practices. We find no evidence that users change their behavior when faced with throttled data rates. © 2023 Elsevier Ltd","Data throttling; Internet; Network neutrality; Upstream effects",""
"The future of 5G and beyond: Leadership, deployment and European policies","2023","Telecommunications Policy","0","10.1016/j.telpol.2023.102622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169932572&doi=10.1016%2fj.telpol.2023.102622&partnerID=40&md5=0ac721994dd64f2239dae79f53342ea1","This paper discusses the need for a strategic rethinking of the policies that promote 5G development and deployment in Europe, as they are crucial in determining the future impact of 5G and later also 6G on the digital economy. Considering the current state of 5G deployment and insights that have emerged from the debate on 5G technological leadership, we discuss the need for a more effective and proactive policy from the European Union in this field. The main suggestion is to develop an industrial policy that contrasts fragmentation in the telecommunications sector by taking the whole European Union as the scale of action, instead of just the individual member states. © 2023 The Authors","5G; 6G; Deployment; EU policy; Leadership; Telecommunication",""
"Impact of internet usage on the subjective well-being of urban and rural households: Evidence from Vietnam","2023","Telecommunications Policy","4","10.1016/j.telpol.2023.102518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150347301&doi=10.1016%2fj.telpol.2023.102518&partnerID=40&md5=b791ded974b2c788f11c403825f0b50a","Although many studies have investigated various benefits of Internet usage, little attention has been paid to its subjective impacts. This paper examines the impact of Internet usage on subjective well-being (SWB) and subjective social mobility (SSM) using a sample of 5000 households in Vietnam. A propensity score matching method is applied to address the selection bias that existed prior to the intervention and to make a causal inference. We find that, on average, Internet usage increased subjective social well-being significantly. The heterogeneity analysis reveals that, in terms of the future subjective well-being (FSWB), Internet usage has a larger impact on rural households. However, we found no effect of Internet usage on subjective social mobility. © 2023 Elsevier Ltd","Propensity score matching; Subjective social mobility; Subjective well-being; Vietnam",""
"Analysis of book circulation data and a book recommendation system in academic libraries using data mining techniques","2022","Library and Information Science Research","11","10.1016/j.lisr.2022.101191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139334052&doi=10.1016%2fj.lisr.2022.101191&partnerID=40&md5=2a1ec17e29efa6d65c45e39bdfe29f08","The use of data mining modern technology in library management systems and information centers is of great importance. With the increasing availability of a large quantity of information, traditional tools and practices without wasting time and cost cannot respond to users accurately and quickly. The present study aims to analyze book circulation transactions and discover the user's book loan patterns to develop a recommender system. The data included 109,639 transactions and information from 8636 user records. Microsoft SQL Server and Matlab software were applied to analyze the data. Item-based collaborative filtering algorithms and decision tree methods were also applied. The results led to the extraction of rules for suggesting books to users. Analysis of the circulation data could be applied to address many issues like evaluation, collection acquisition policies, allocating funding for materials, and suggesting approaches to deselecting and allocating physical space for materials. © 2022 Elsevier Inc.","Academic library; Association rule; Collaborative filtering algorithm; Data mining; Information resource circulation; Recommendation system; User access pattern",""
"New school speech regulation as a regulatory strategy against hate speech on social media: The case of Germany's NetzDG","2022","Telecommunications Policy","5","10.1016/j.telpol.2022.102411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134270481&doi=10.1016%2fj.telpol.2022.102411&partnerID=40&md5=4035f2cf075da25534aea596dd022b5b","Germany's 2017 NetzDG law is an example of ‘new school speech regulation’ (Balkin, 2014), which restricts speech by coercing intermediaries into censoring users, rather than coercing speakers directly. It is the first such measure which specifically targets hate speech on social media, by requiring large platforms to operate complaints procedures which ensure illegal content is rapidly removed. Numerous other countries have since adopted similar regulations, indicating that states increasingly turn to new school speech regulation as a regulatory strategy to tackle hate speech on social media. This paper aims to evaluate the effectiveness of new school speech regulation in as a regulatory strategy to address online hate speech, taking NetzDG as a case study. A review of relevant empirical literature shows that many features of social media platforms actively promote or encourage hate speech. Key factors include algorithmic recommendations, which frequently promote hateful ideologies; social affordances which let users encourage or disseminate hate speech by others; anonymous, impersonal environments; and the absence of media ‘gatekeepers’. In mandating faster content deletion, NetzDG only addresses the last of these, ignoring other relevant factors. Moreover, reliance on individual user complaints to trigger platforms' obligations means hate speech will often escape deletion. Interviews with relevant civil society organisations confirm these flaws of the NetzDG model. From their perspectives, NetzDG has had little impact on the prevalence or visibility of online hate speech, and its reporting mechanisms fail to help affected communities. NetzDG represents an incremental, narrow approach to a complex sociotechnical problem which requires more fundamental regulatory reform. In this regard, it shows the limitations of censorship-based new school speech regulation. Rules which assert state authority by prescribing censorship of narrowly-defined content categories are ill-suited to large-scale, networked, algorithmically-curated social media, where other governance mechanisms influence user behaviour more than content deletion. The paper advocates a more systemic and preventive regulatory approach. Platforms should be required to take public interest considerations into account in all design and governance processes, aiming to shape platform environments to actively discourage users from posting or viewing hate speech, rather than simply deleting it afterwards. © 2022 Elsevier Ltd","Content moderation; Hate speech; netzdg; Platform regulation; Social media regulation",""
"“A bit hard for us to explain”: Barriers to creating new information in scientific collaboration","2022","Library and Information Science Research","3","10.1016/j.lisr.2022.101173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132752029&doi=10.1016%2fj.lisr.2022.101173&partnerID=40&md5=aefd8a614c00910115a412df1c56bc24","Scientific collaboration is a distinct iteration of information creation as a process. It aims to form willful relationships between scientists to achieve the shared objective of new information creation with the end goal of knowledge production. Findings of an exploratory study investigating barriers that hinder effective scientific collaboration and strategies to cope with these obstacles are reported. A qualitative and interpretive methodology is leveraged to analyze data collected from 14 in-depth interviews with researchers who work in a cross-disciplinary scientific research center. The results indicate that domain disparity and motivation and engagement are the strongest hindrances to effective collaboration. Researchers adopt active and constant learning as an approach to mitigate barriers, lower affective distress, and improve collaboration processes. Malleable boundary objects can facilitate collaboration by adjusting to research aims but may also contort projects, manifesting as a barrier to new information creation. © 2022","Barriers and mitigations in collaboration; Boundary objects; Information creation; Scientific collaboration",""
"Regulating the use of facial recognition technology across borders: A comparative case analysis of the European Union, the United States, and China","2023","Telecommunications Policy","3","10.1016/j.telpol.2022.102482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143859319&doi=10.1016%2fj.telpol.2022.102482&partnerID=40&md5=592939da296bf717bbd1ceec755b0580","Regulating the use of facial recognition technology (FRT) presents a Collingridge dilemma regarding the great demand for common legal principles to mediate the practical conflicts between privacy and efficiency, autonomy and authority, and safety and accountability. This study compares the enforcement by legitimate authorities in the European Union, the United States, and China of the laws and regulations applied in practical FRT cases and explores the fundamental principles and values manifested in these judgments and their results. The findings presented here indicate that (1) the E.U. regulations tend to move from downstream to upstream based on the notions of “privacy by design” and “privacy by default,” (2) the U.S. regulations are not limited to private contexts but tend also to target the (semi-)public sector, and (3) the Chinese regulations have been shifting from a practice represented by the phrase “nine dragons playing with a pearl” to a practice of “learning by doing”. Specifically, with respect to the determination of violations, the E.U. jurisprudence endorses deontological ethics and the U.S. jurisprudence a kind of universal egoism while the core FRT legislation in China valorizes utilitarianism. Overall, a top-down regulatory framework relating to FRT usage was apparent in the E.U. countries, a self-regulatory approach was observed in the United States, and a “presumption of fault” principle was manifested in China's process of assessing damages. © 2022 Elsevier Ltd","Biometric data; Case study; Ethical principles; Facial recognition technology; Privacy concerns",""
"Intra-operator mobile plan switching: Evidence from linked survey and billing microdata","2022","Telecommunications Policy","3","10.1016/j.telpol.2022.102343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126137792&doi=10.1016%2fj.telpol.2022.102343&partnerID=40&md5=73c458933a7df1f64d131165d2b11024","This paper examines consumers' intra-operator mobile phone plan switching in Ireland. It models the factors associated with switching outcomes, including the direction of change in expenditure and whether those who are observed to switch plans tend to arrive at more or less optimal plans given their usage. A dataset is employed that combines survey responses from mobile consumers with the same consumers' actual usage data in the period 2017–2019; this was collected by Ireland's national regulatory authority. The cost each consumer would have incurred on every plan offered in the market based on their observed usage is estimated. Using models that allow for selection into switching, associations between switching outcomes and demographic and user characteristics are modelled. Controls are included for plan and user attributes, including demographics and proxies for user sophistication and access to alternative communication options. A substantial proportion of intra-operator switchers in the sample increase expenditures when they switch plan. While many switchers move to plans that are more optimal given their usage, a slight majority move to plans that charge a higher price premium over the best available plan (based on observables) than the consumer's previous plan did. Few observable characteristics of consumers or plans seem to be significantly associated with which switches achieve greater optimality, although fixed operator effects are large and significant. These findings add to the weight of evidence which finds that many consumers fail to arrive at the best price even after switching. © 2022 The Authors","Consumer choice; Consumer demand; Ireland; Microdata; Mobile telecommunications",""
"Cognitive mapping and its implication for understanding cultural behaviors and experiences in libraries","2022","Library and Information Science Research","4","10.1016/j.lisr.2022.101181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133623504&doi=10.1016%2fj.lisr.2022.101181&partnerID=40&md5=ca136f58ecf5b7952e20cc94a3c7ebfb","Cognitive mapping is a method typically adopted in ethnographical research to learn about library user behavior and experience in a cross-cultural context. Through reporting practical findings from a case study, where it served as a key method, the usefulness of cognitive mapping in revealing cognitive style and perceptions of the library and in understanding cultural users' behaviors and experiences is explored. Cognitive mapping offers an open exploratory way to help self-reflection of personal contexts regardless of language constraints. As such, it provides for the study of multiple cultural communities. In addition, its potential of usage in a virtual environment is presented. One limitation of this method is the extent to which it can reveal the holistic picture of library experience in isolation. As such, it works well when applied with other data collection techniques to form a flexible yet robust methodological framework to learning about library cultural groups. © 2022 Elsevier Inc.","Cognitive mapping; Cultural groups; International students; Library user studies; LIS research method; Mapping techniques",""
"Digital technologies and financial inclusion in Sub-Saharan Africa","2022","Telecommunications Policy","52","10.1016/j.telpol.2022.102387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132249582&doi=10.1016%2fj.telpol.2022.102387&partnerID=40&md5=c2415a42b2d874d66fcfbedac26c3a7c","The study investigates the digital technology-financial inclusion nexus in 43 Sub-Saharan African countries between 2004 and 2019. The methodologies are the Generalized Method of Moment (GMM) to take care of double causality and country heterogeneity and IV-Tobit to take into account the limited range in the dependent variables. At all levels, digital technology measured by ICT indicators of the subscription rate of fixed and mobile telephone users, fixed broadband, internet users and a composite indicator of digitalization have positive significant effects on financial inclusion. A further robustness check is conducted by computing a composite indicator of financial inclusion to determine how it is affected by digital technology. The findings indicate that the rate of financial inclusion in Sub Saharan Africa rises with increasing digital technologies. There should be more investments in terms of promoting financial and technological infrastructures and also in the human capital sector since financial literacy can play an important part in promoting financial stability and inclusive finance in Africa. © 2022 Elsevier Ltd","Digital technologies; Financial inclusion; Sub saharan africa",""
"Is your netflix a substitute for your telefunken? Evidence on the dynamics of traditional pay TV and OTT in Latin America","2023","Telecommunications Policy","2","10.1016/j.telpol.2022.102397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135877961&doi=10.1016%2fj.telpol.2022.102397&partnerID=40&md5=066c1df808cf5930020ea04752c2998a","Are audiovisual over the top (OTT) services in Latin America substitutes for the traditional Pay TV services (cable or satellite), complementary or independent? To respond to this question, we develop a simple theoretical model based on a CES utility function and estimate simultaneously, using non-linear least squares, demand functions for both audiovisual services. Our results, based on original database covering 17 Latin American countries from 2011 to 2020, suggest no substitution of Pay TV for OTT. However, during the more recent period (2015–2020), we find evidence of gross substitution (i.e., similar enough, although not completely equivalent for consumers) between these audiovisual services. This confirms, although only partially, the existence of the so-called cord-cutting and cord-saving phenomena, due to the expansion of fast internet and the richer OTT offers, and their relatively lower prices. These results suggest regulators should include OTT services in their scope and produce in-depth analysis on the country level to update and optimize regulations, as well as implement regulatory sandboxes to advance towards smart regulation, as shown in the financial industry. © 2022 Elsevier Ltd","Audiovisual market; Cord-cutting; Latin America; OTT; Pay TV",""
"Development and validation of the library ethics scale","2023","Library and Information Science Research","0","10.1016/j.lisr.2022.101220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145682185&doi=10.1016%2fj.lisr.2022.101220&partnerID=40&md5=cbbc1ddf7b80b30f3623c23d663a7d02","Most studies on library ethics are theoretical. No scale has been developed with a valid and reliable psychometric property to measure library staff and users' ethical perceptions or behaviors. This paper describes the development of a brief measure of the Library Ethics Scale (LES) conducted in two consecutive studies. In the first study, based on the literature review and opinions of expert groups, 47 items were developed for the item pool. These items were administered to 521 university library users in Turkey. An explanatory factor analysis indicated a strong two-factor solution. In the second study conducted on 259 participants, these two-factor structures showed good psychometric properties, with 18 items explaining the total variance of 59.074. The Cronbach alpha reliability coefficient was 0.903, and the two sub-dimensions were found to be 0.91, and 0.888, respectively. The LES shows good validity and reliability properties and has potential application in library ethics settings, including library professionals' perceptions and users' perceptions and behaviors. © 2022 Elsevier Inc.","Copyrights; Library ethics; Library rules; Reliability; Scale; Validity",""
"Impacts of the Broadband Initiatives Program on broadband adoption and home telework","2022","Telecommunications Policy","4","10.1016/j.telpol.2022.102365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130963432&doi=10.1016%2fj.telpol.2022.102365&partnerID=40&md5=b46a18dafea0a9fd9d7b43b1d9035500","This study investigates the impacts of the Broadband Initiatives Program (BIP), established by the American Recovery and Reinvestment Act in 2009, on growth in broadband adoption and use of home telework. We find robust positive impacts across multiple econometric models and methods using census tract-level data in first differences. Across models and methods, the estimated average impact of BIP is in the range of 1.1–3.0 percentage point increase in the share of households adopting broadband and 0.2 to 0.4 percentage point increase in the share of workers using home telework. The estimated impacts of BIP represent roughly one-fourth to two-thirds of the average increase in broadband adoption and one-third to two-thirds of the average increase in home telework in the study tracts during the study period. The impacts of BIP vary across geographic contexts. Broadband and home telework adoption are also affected by prior levels of broadband availability, adoption, and telework, and by demographic and socioeconomic characteristics of the population and the industrial structure of the economy. © 2022","broadband adoption; Broadband Initiatives Program; program impacts; telework",""
"ICT and economic growth in Sub-Saharan Africa: Transmission channels and effects","2022","Telecommunications Policy","23","10.1016/j.telpol.2022.102381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130388920&doi=10.1016%2fj.telpol.2022.102381&partnerID=40&md5=a3a30484c0a90daf049d565e225fbe0b","Despite significant progress in the empirical analysis of the impact of information and communication technology (ICT) on economic growth, previous studies have not empirically examined the mechanisms by which ICT hinders or expands economic growth. The specific aim of the present study was to identify the transmission channels through which ICT contributes to economic growth. The examined channels included; openness, FDI inflows, education, domestic investment, political institution, and inflation. The study employed the panel-corrected standard errors (PCSE) and system two step system GMM techniques on a sample of 44 countries in Sub-Saharan Africa (SSA) over the period 2004–2020. Using an ICT composite index, the causal mediation analysis identified that ICT contributed directly to growth, as proposed by the growth theories. Furthermore, the same analysis identified; domestic investment, openness, and education as crucial variables through which ICT penetration indirectly promoted per capita growth in the SSA region. The robustness of this result was verified using a variety of tools. The present findings suggested that the current efforts to expand ICTs in Sub-Saharan Africa should be continued since this sector has a considerable indirect impact on promoting economic growth. © 2022 Elsevier Ltd","Economic growth; Information and communication technology; Sub-Saharan Africa; Transmission channels",""
"Broadband adoption and availability: Impacts on rural employment during COVID-19","2022","Telecommunications Policy","25","10.1016/j.telpol.2022.102310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124547755&doi=10.1016%2fj.telpol.2022.102310&partnerID=40&md5=3fc24e2601c966e5e83c0337502697a8","Amidst COVID-19-related stay-at-home orders, the economy moved largely online and broadband internet became more important than ever. This paper explores the relationship between broadband and employment rates during April and May 2020 in rural U.S. counties. We use two broadband dimensions: infrastructure availability rates and household adoption rates. We use a two-stage least squares approach to address endogeneity and control for socioeconomic, demographic, and pandemic-related factors. Results show broadband availability and wired broadband adoption both had significant, positive impacts on the employment rate. Our findings suggest both broadband adoption and availability may be associated with economic benefits in rural America. © 2022 The Authors","Broadband; Broadband adoption; Broadband availability; COVID-19 pandemic; Employment; Rural economic development",""
"Questionable authorship practices across the disciplines: Building a multidisciplinary thesaurus using evolutionary concept analysis","2022","Library and Information Science Research","2","10.1016/j.lisr.2022.101201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139412145&doi=10.1016%2fj.lisr.2022.101201&partnerID=40&md5=ebce3e48f69a8df83ca945731eae9261","The culture surrounding authorship practices differs from discipline to discipline, with the potential for inconsistent terminology across disciplines to hamper comprehension in interdisciplinary conversations. To address this problem, an interdisciplinary corpus of research literature on the topic of questionable authorship practices was used to create a multidisciplinary thesaurus. This process used Evolutionary Concept Analysis (ECA) as mediated through MAXQDA. Problems of synonymy and polysemy are addressed using ECA which identifies and subsequently analyzes terms used to denote questionable authorship practices as well as their synonyms, relevant uses, attributes, references, antecedents, and consequences. The value is two-fold: first, this addresses the gap in the literature in terms of the identification, analysis, and organization of a set of interdisciplinary terms relating to questionable authorship practices; second, it presents a novel methodological approach to thesaurus construction from a multidisciplinary corpus through using ECA. © 2022 Elsevier Inc.","Evolutionary concept analysis (ECA); Interdisciplinarity; Interdisciplinary vocabularies; Questionable authorship practices; Thesaurus construction",""
"A methodological framework for studying visual information practices","2022","Library and Information Science Research","3","10.1016/j.lisr.2022.101188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139017149&doi=10.1016%2fj.lisr.2022.101188&partnerID=40&md5=49deba9f40e74de4a226888bdf240054","Visual information dominates our modern information landscape and plays a critical role in the production of knowledge. However, research in information studies has not fully considered how people engage with visual information, in the form of images, visualization software and instruments, as well as audiovisual media, at the level of visual information in practice. This gap is addressed by first outlining the methodological challenges visual information practices pose to research, then reviewing recent information practices research projects that consider visual information, and concluding by offering a methodological framework drawn from the author's dissertation research for studying visual information practices, with suggestions provided for researchers who are interested in conducting research in this area. © 2022 Elsevier Inc.","Archives; Discourse analysis; Information practice research; Phenomenology; Qualitative methods; Video digitization; Visual information",""
