"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","PubMed ID"
"Information privacy concerns and demographic characteristics: Data from a Korean media panel survey","2019","Government Information Quarterly","34","10.1016/j.giq.2019.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060752162&doi=10.1016%2fj.giq.2019.01.002&partnerID=40&md5=ee22f8ba0723d355b2cd56da15ef31d2","This study explores the relationship between individuals' demographic characteristics and information privacy concerns (IPC) using panel data from the Korea Information Society Development Institute (KISDI) that has collected a large sample from 7809 respondents. Its goal is to address the gaps in existing information privacy literature that focuses mainly on behavioral determinants of IPC and thus has not paid much attention to the direct examination of the relationship between demographic characteristics of individuals and IPC. A few relevant studies that focus on such a relationship have produced inconsistent results. In our study, we found that while the effects of educational attainment, income level, and marriage are in line with existing studies, the effects of gender and age are at odds with existing studies. The main contribution of this study is to confirm the results of previous studies with a large sample and enables the generalization of empirical findings. In addition, the results that are in contrast to the literature can generate new research avenue. © 2019 Elsevier Inc.","Age; Education; Gender; Income; Information privacy concerns; Marriage",""
"Collaborative accountability for sustainable public health: A Korean perspective on the effective use of ICT-based health risk communication","2019","Government Information Quarterly","43","10.1016/j.giq.2018.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059520459&doi=10.1016%2fj.giq.2018.12.008&partnerID=40&md5=33aaa498a8a7093327389509802bbe57","The sustainability of public health practices requires collaboration between the government and its citizens. On the government's side, social media can provide a conduit for communicating health risk information in an effective and timely fashion, while also engaging citizens in informed decision-making. On the citizen's side, information communication technology (ICT)-based practices cannot function unless citizens recognize and act on their responsibility to actively engage with government social media platforms. Despite an increasing interest in understanding the adoption of ICT practices and e-government services for health risk communication, there remains a crucial need for a comprehensive framework to explain which factors determine citizen use of digital government resources. The purpose of this study is to investigate how to increase government accountability for motivating citizens to engage in ICT-based health risk communication, thereby attaining sustainable public health practices through collaborative governance. By integrating trust and health risk information into the e-government adoption model (GAM), this research examines factors that influence citizens' likelihood of using government social media resources. Survey data from 700 Korean citizens were analyzed using structural equation modeling. The results indicated that individuals with higher social media competency are more likely to (a) seek risk information through social media and (b) perceive the government's social media sites as easy to use. Consistent with the GAM, intentions to use the government's social media sites for information and interactions appear to increase as citizens perceive more value in using them regarding information quality, ease of use, functional benefit, and security. Furthermore, perceived trust in the government's social media resources appears to function as a mediator of this process. Initial trust in the government is an important determinant of perceptions of its digital resources. Citizens who trust the government tend to evaluate new initiatives positively and are more likely to accept and make use of them. The results of this study can inform policy design and implementation by elucidating the mechanisms that determine citizens' adoption and usage of digital government services. Theoretically, this work expands the GAM to include health risk communication and adds empirical evidence to the small yet growing body of knowledge of e-government initiatives. These findings also highlight the importance of public trust in the government, as this encourages citizens to seek health risk information and assistance from the government. Overall, the data and model generated in this investigation represent an important step toward the successful and sustainable modernization of public services. © 2019 Elsevier Inc.","Collaborative governance; Digital government; E-government adoption model; Health risk communication; Information-communication technology; Public health; Social media; Sustainable development",""
"Engendering inclusive e-government use through citizen IT training programs","2019","Government Information Quarterly","55","10.1016/j.giq.2018.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058371940&doi=10.1016%2fj.giq.2018.11.007&partnerID=40&md5=6eda89c83de0b91ebf31094a6edce849","Around the world, governments turn to information technology (IT) training programs to enhance equitable delivery of online public services to citizens. However, the effectiveness of these citizen training programs has gone unexplored. This study is motivated by two objectives: 1) To evaluate whether citizen participation in government training programs is associated with greater e-government use among participants, and 2) To assess whether the strength of this relationship varies according to whether a citizen is elderly, disabled, or not – those who are elderly or disabled tend to use e-government the least. We use data from South Korean to examine these objectives. Findings indicate citizen participation in government IT training programs is positively associated with e-government use and that this relationship is stronger for citizens who are elderly or disabled. These findings highlight the potential of government IT training programs to mitigate the digital divide. Implications for research and practice are discussed. © 2018 Elsevier Inc.","",""
"Exploring the interrelationships between technological predictors and behavioral mediators in online tax filing: The moderating role of perceived risk","2019","Government Information Quarterly","51","10.1016/j.giq.2018.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059691933&doi=10.1016%2fj.giq.2018.12.007&partnerID=40&md5=60f634016a40c0ec0b539ae108ddf4e1","This study investigates the interrelationships between technological predictors and behavioral mediators in explaining users’ continuance intention for online tax filing. Building on information systems (IS) success and IS continuance literature, this study proposes an extended conceptual framework by adding perceived functional benefit (PFB) as mediating, perceived risk as moderating, and demographic characteristics as control variables. The data collected, through a web-based survey, from 409 users of e-tax services in an emerging economy are analyzed through covariance-based structural equation modeling. Results confirm that PFB, confirmation of expectation, and satisfaction are the major antecedents of continuance intention for e-tax filing. The study also finds the evidence for the indirect effects of IS success factors on continuance intention through such antecedents. In addition, results suggest that the relationships between PFB and satisfaction as well as between PFB and continuance intention are contingent on the users’ levels of perceived risk. The study concludes with the useful implications for academicians and policymakers in the context of an emerging economy. © 2019 Elsevier Inc.","Confirmation; Continuance intention; E-tax filing; Functional benefit; IS success",""
"Joining forces for public value creation? Exploring collaborative innovation in smart city initiatives","2019","Government Information Quarterly","47","10.1016/j.giq.2019.101411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074433583&doi=10.1016%2fj.giq.2019.101411&partnerID=40&md5=67c0320b86321f469bb33a0335fe0d80","Creating public value is a key goal of public administrations, both in their daily business and in the growing field of smart government and smart cities, which focuses on IT-enabled innovations in the public sphere. However, many public administrations still struggle with such innovations due to complex technologies, high investments, and the numerous stakeholders involved. To address this issue, some local governments in continental Europe have turned to collaborative innovation approaches, partnering with (semi-)public utility companies in the hope that their additional innovation assets will boost innovativeness. Nevertheless, it remains unclear how exactly such collaborations should be governed to ensure that the focus remains on creating public value, as utility companies may have their own agendas. To explore this question, we conducted a comparative case study in the context of smart city initiatives with four cases in Swiss local governments. Drawing on agency and stewardship theory, we then propose a model of public-value-focused collaborative innovation, enabling us to explore various collaboration characteristics and their effects on public value creation. Our findings suggest that both agency- and stewardship-based collaborations increase innovativeness. However, while agency collaborations tend to produce smart city innovations that mainly serve the utility companies' business interests, stewardship relationships lead to innovations that are focused more on public value creation. As such, our study extends the literature on the effects of collaborative innovation on public value, and it provides practical recommendations on how such collaborative innovation should be designed. © 2019 Elsevier Inc.","Agency theory; Collaborative innovation; Local government; Public value; Smart city; Stewardship theory; Switzerland; Utility company",""
"Using microblog to enhance public service climate in the rural areas","2020","Government Information Quarterly","11","10.1016/j.giq.2019.101402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076108024&doi=10.1016%2fj.giq.2019.101402&partnerID=40&md5=6a3f0f38810e2d9d74ffebd34cae6454","Public service availability and quality remain relatively low in the rural areas, particularly in developing countries. Microblog has been employed in the rural areas to enhance public services. We propose that by facilitating collaboration among public employees and enabling supervision of their services, microblog can help enhance the public service climate and improve public service performance in the rural areas. A research model is developed to evaluate the importance of microblog affordance and public service capabilities based on the service climate theory. Through surveying the grassroots public employees in 382 villages, we find that the collaboration and supervision affordances of microblog are important in leading to better public service climate. While the collaboration affordance of microblog has both direct and indirect effects, its supervision affordance effect is indirect through enhancing the content delivery and service fulfillment capacities. Furthermore, our additional analysis shows that public service climate can raise the service satisfaction of the rural citizens. The findings show that microblog adoption enhances public service climate in the rural areas where less attention is given. A set of important recommendations are provided to public administrators on how they can more effectively leverage on the emerging microblog technology in the rural context. © 2019 Elsevier Inc.","Microblog; Public service climate; Public service satisfaction; Rural areas; Social media",""
"Cross-boundary e-government systems: Determinants of performance","2019","Government Information Quarterly","57","10.1016/j.giq.2019.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062659100&doi=10.1016%2fj.giq.2019.02.001&partnerID=40&md5=194dcbe86eb7c0bf1267dba87fd90375","This study examines the performance of a cross-boundary e-government system. It draws from studies in the fields of e-government, collaborative public management, and information system success with a focus on inter-organizational information systems to develop a conceptual framework. This framework includes efficiency, effectiveness, and accountability as key performance measures; identifies technical, managerial, and inter-organizational factors for success; and develops hypotheses accordingly. Empirical investigation utilizes user-level data from an inter-organizational e-government system that provides integrated commerce and industry service. The results underscore the importance of management support, shared goals, and inter-agency trust in improving all three measures of performance. In addition, citizen-centric and innovative organizational culture enhances efficiency and accountability while administrative interdependence impacts effectiveness and accountability. The managerial and theoretical implications of these findings and future research opportunities are also explored. © 2019 Elsevier Inc.","Collaboration; Cross-boundary; E-government; Inter-organizational; Performance",""
"Landscaping digital social innovation in the EU: Structuring the evidence and nurturing the science and policy debate towards a renewed agenda for social change","2019","Government Information Quarterly","23","10.1016/j.giq.2019.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062475854&doi=10.1016%2fj.giq.2019.02.004&partnerID=40&md5=7f18217d3087f926d5499d75020a985f","This paper discusses the results of analysis of mapping ICT-enabled social innovation initiatives promoting social investment across the European Union. The key goal of the research is to provide a deeper understanding of how EU Member States can make better use of ICT-enabled social innovation to implement the actions suggested in the EU Social Investment Package (SIP). The findings of the analysis shed light on the main characteristics and patterns of the initiatives assessed according to an original conceptual framework, and taking into account the characteristics of different welfare systems and service models. Building on the analysis, the paper draws conclusions in terms of the contribution made by ICT-enabled social innovation to the implementation of social investment policies. It also provides recommendations for future research, and outlines implications and possible directions for policy. The conclusions are set to help policymakers and practitioners to use ICT-enabled social innovation to modernise EU welfare systems, providing better and more efficient social services and increasing the wellbeing of citizens. At the same time, the documented research design, its proposed terminology, theoretical framework and empirical findings contribute to the growing scientific interest and debate about ICT-enabled innovation in the field of social services and social policy redesign within the scope of the emerging discussion on the renewed agenda for Social Innovation being shaped as part of the debate on the future of Europe. © 2019 Elsevier Inc.","EU; Evidence-based policy; ICTs; Impact assessment; Social innovation; Welfare systems",""
"User experience of government documents: A framework for informing design decisions","2019","Government Information Quarterly","8","10.1016/j.giq.2018.12.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059141049&doi=10.1016%2fj.giq.2018.12.005&partnerID=40&md5=a6ef6ede52d9db89a23cb1ed945a3b5c","People still use documents in many everyday government processes. From tax payments to passport requests, citizens have to interact with low-interactivity information artifacts such as reports, maps and datasets, among many others. Despite efforts to improve information delivery in the public sector, effective information usage remains a critical topic of action and research. The user experience of government documents has rarely been assessed, despite them being regularly published and frequently used. Considering this, the two following research questions arise: 1) How can government documents be classified (or grouped) in terms of user experience? 2) How can the user experience of government documents be monitored over time in order to inform design decisions? Working with a public agency in Chile, we develop and test a classification and monitoring framework based on two online surveys (N = 338 and N = 298). We then propose a framework for understanding user experience of government documents in these three dimensions: interaction goal, volume of information and ease of understanding. Using a graphical representation to classify user experience provides greater visibility of the current status of information produced by a public organization. Furthermore, by monitoring the user experience of a government document at different times, organizations can understand the effect of their design decisions and improve their service quality by implementing user-centered processes. © 2018 Elsevier Inc.","Government documents; Information Classification; Information Quality; Monitoring; Public Sector Information; User experience",""
"Does high e-government adoption assure stronger security? Results from a cross-country analysis of Australia and Thailand","2020","Government Information Quarterly","29","10.1016/j.giq.2019.101408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073719509&doi=10.1016%2fj.giq.2019.101408&partnerID=40&md5=e066a3064952fc2f621f1b8740ece53b","We present the first comprehensive audit and comparison of e-government website security in two countries. Australia was selected for its high level of e-government adoption, while Thailand was selected in contrast as a developing nation. Through our audit of 800 pages across 40 websites, we reveal numerous security vulnerabilities suggesting that the high adopters of e-government may not always be providing better protection to their citizens. Alarmingly, the most basic web security measure, the use of Hypertext Transfer Protocol Secure encryption was only used in half of Australian and one-third of Thai sites. Our methodology included content analysis of policies and encryption, followed by security vulnerability testing, to provide the first baseline data on these two countries. Statistical analysis suggests that far from being the benchmark for security, Australian e-government sites do not significantly differ from Thai sites in their vulnerability level. The implications of these findings are examined, and recommendations are made for practice. It is hoped that these insights into the current state of security provide a needed stimulus to focus more on the practical information security aspects of e-government. © 2019 Elsevier Inc.","Australia; E-government; Information security; Privacy; Thailand; Website",""
"The effects of e-Government cloud assimilation on public value creation: An empirical study of China","2019","Government Information Quarterly","38","10.1016/j.giq.2019.101397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070492148&doi=10.1016%2fj.giq.2019.101397&partnerID=40&md5=b84c6968d7479c5b5b9cc5fb95211f3a","Cloud computing applications have entered the stage of popularization and wide adoption as part of e-Government. Improving the implementation and assimilation of e-Government cloud applications (e-Gov cloud) to create public value has become an important issue. Based on theories of information technology (IT) assimilation, IT value, and organizational ambidexterity, this study develops a model of e-Gov cloud assimilation and explores the individual and joint effects of the depth and breadth dimensions of e-Gov cloud assimilation on public value. The model was tested with partial least squares structural equation modeling (PLS-SEM) using a survey of local government agencies in China. The empirical results show that the two dimensions of e-Gov cloud assimilation - depth and breadth - have significantly positive effects: (1) directly on operational public value and (2) indirectly on strategic public value through operational public value. Moreover, the complementary fit strategy of the depth and breadth of e-Gov cloud has a significantly positive effect on strategic public value, while the balanced fit strategy has no significant effect. These findings contribute to both academic research and practical implications, advancing our understandings of e-Government cloud assimilation on public value creation. © 2019 The Authors","Balanced fit; Cloud assimilation; Cloud public value; Complementary fit; e-Government cloud; Organizational ambidexterity",""
"Public support for facial recognition via police body-worn cameras: Findings from a list experiment","2020","Government Information Quarterly","31","10.1016/j.giq.2019.101415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074402224&doi=10.1016%2fj.giq.2019.101415&partnerID=40&md5=23aeae9dd053e47181fff0d476ce569b","Emerging technologies like facial recognition have the potential to change the delivery of public services, but also to reshape the notion of citizenship. The factors influencing the consent of the governed matters to gauge if this specific surveillance technology might be deployed further. The Technology Acceptance Model (TAM) has identified social norms as a contributor to technology adoption. We test social norms for the adoption of facial recognition technology based on an experiment with a sample of residents of New Hampshire through a phone survey, and with a sample of Americans via a web survey. The experiment estimates the overt and real support for facial recognition through police body-worn cameras. Our results are that gender, age and political affiliation matters to explain support for facial recognition via BWC, as females and non-Trump voters harbor reticence that they only express when provided with a measure of anonymity. © 2019 Elsevier Inc.","Behavioral public administration; Body-worn cameras; Facial recognition; Policing; Public opinion",""
"Uncovering legislative pace in Germany: A methodical and computational application to answer temporal questions of law-making","2019","Government Information Quarterly","0","10.1016/j.giq.2019.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068413636&doi=10.1016%2fj.giq.2019.07.002&partnerID=40&md5=5701152eeb3980db31f1c7ad3b5d415a","How fast are law-making processes and how often are lawmakers exploiting institutional fast lanes to help speed up legislation? To this day, Political Science has not managed to provide a quantitative answer to these questions. By placing a scientific focus on this gap, the current examination will conceptualise a quantitative measure for legislative pace which is analogous to the tempo of music. This will permit the author to place the (subjective) temporal perception of law-making procedures into the overall context of legislature. A database, which contains machine-readable data extracted and transformed from semi-structured documents, will be highlighted for its ability to measure legislative pace in Germany. As a result, every procedural step within all the adopted federal laws in Germany (between autumn 1990 and autumn 2017), is able to be processed by computers. Finally, the paper employs the aforementioned database and the conceptualised quantification of pace (metronome) to shed light on legislative pace in Germany. Results are presented for the 16th legislative period (2005–2009) of the German Bundestag. Thus, the paper contributes to an ongoing dispute between “acceleration-optimist” and “deliberation-supporters” with respect to their views on the speed of legislation. The paper shows to what extend law-making can accelerate in times of parliamentary truce or in cases of broad consent between the majoritarian actors. However, this does not always imply a diminished (parliamentarian) interest inclusion and control. In general, institutional time-rules and parliamentary practices offer reliable so called “checks and balances” to monitor legislative acceleration. Nevertheless, what seems to be lacking, is a stronger set of rules that control the power of government and the parliamentarian factions' ability to delay law-making procedures. © 2019 The Author","Data-wrangling; Database; Germany; Law-making; Legislative pace; Policy-making; Temporality; Transparency",""
"An integrative public IoT framework for smart government","2019","Government Information Quarterly","65","10.1016/j.giq.2018.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050123306&doi=10.1016%2fj.giq.2018.07.001&partnerID=40&md5=ed4cd2ea69ac1dc4b1a300a8bdc8348c","The Internet of Things (IoT) has gained significant importance in science and management and holds great value creation potential for public services. A pressing issue in this regard is how governments and public organizations can adapt their traditional structures and processes to the innovative field of the IoT to create public value. Previous research fails to provide a holistic explanation to this research question. Its technological background and predominant consideration in technology-based research areas has led to a one-sided understanding of the IoT concept that neglects its value-adding aspects. To fill in this research gap, this study presents an integrative public IoT framework for smart government, consolidating insights from IoT literature and related fields of research, complementing the so far predominant technology perspective of IoT with important business-related or value-adding aspects. In doing so, it enhances our understanding of public management-specific key dimensions and aspects of the IoT, serving as a holistic guidance for future research as well as practical implementation and application. © 2018 Elsevier Inc.","Business model; Conceptual study; Framework; Internet of things; IoT; Smart government; Value creation",""
"Innovating and changing the policy-cycle: Policy-makers be prepared!","2018","Government Information Quarterly","99","10.1016/j.giq.2015.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082364282&doi=10.1016%2fj.giq.2015.11.009&partnerID=40&md5=ba10125fcf00be9e6f5e1a7aa843f5b3","Many policy-makers are struggling to understand participatory governance in the midst of technological changes. Advances in information and communication technologies (ICTs) continue to have an impact on the ways that policy-makers and citizens engage with each other throughout the policy-making process. A set of developments in the areas of opening government data, advanced analytics, visualization, simulation, and gaming, and ubiquitous citizen access using mobile and personalized applications is shaping the interactions between policy-makers and citizens. Yet the impact of these developments on the policy-makers is unclear. The changing roles and need for new capabilities required from the government are analyzed in this paper using two case studies. Salient new roles for policy-makers are outlined focused on orchestrating the policy-making process. Research directions are identified including understand the behavior of users, aggregating and analyzing content from scattered resources, and the effective use of the new tools. Understanding new policy-makers roles will help to bridge the gap between the potential of tools and technologies and the organizational realities and political contexts. We argue that many examples are available that enable learning from others, in both directions, developed countries experiences are useful for developing countries and experiences from the latter are valuable for the former countries. © 2015 Elsevier Inc.","Capabilities; e-Governance; e-Government; e-Participation; Open data; Orchestration; Participatory governance; Policy-making",""
"The good, the bad and the ugly: Three faces of social media usage by local governments","2019","Government Information Quarterly","60","10.1016/j.giq.2019.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066248672&doi=10.1016%2fj.giq.2019.05.006&partnerID=40&md5=d69d671d05af4005fa22c08e4c6ec2fe","This article explores the determinants of local governments' use of social networking sites. It does so by analysing the relative impact of institutional, political and social determinants, while controlling for the impact of mayors' traits and social characteristics of municipalities on local governments levels of activity on Facebook. Empirically, this article presents a within-case analysis of Portuguese municipalities' activity on social media, aiming to shed light on the strategic use of social media by local governments. A coherent picture associated with politically pro-active local governments emerges from the results: higher levels of social media activity appear in municipalities with more competitive local elections and higher commitment to transparency. Moreover, findings suggest that local governments tend to be concerned with the low levels of voter turnout, potentially resorting to social media as a powerful tool to increase civic engagement and (offline) political participation. Levels of Facebook activity are significantly higher in larger and wealthier municipalities. The results indicate that Facebook official pages of municipalities are part of a larger arsenal of tools to promote political engagement and activity levels signal a propensity to involve citizens pro-actively. © 2019 Elsevier Inc.","",""
"Studying Transformational Government: A review of the existing methodological approaches and future outlook","2020","Government Information Quarterly","27","10.1016/j.giq.2020.101458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078980742&doi=10.1016%2fj.giq.2020.101458&partnerID=40&md5=0b30c7ffb4bda20532071dee06cf3bae","In light of the heterogeneity of scholarly publications on the subject of transformational government (T-Gov), this paper examines research trends and assesses methodologies used to investigate the topic with the aim of analysing directions for future research. A comprehensive analysis of T-government research published in four Chartered Association of Business Schools ranked journals within the field of Public Administration, e-Government and Information System is presented. The paper outlines research directions for further inquiry to promote the formulation of much needed theoretical constructs and approaches to research that would help bridge the existing gaps in knowledge in the area of T-Gov. © 2020 Elsevier Inc.","",""
"Characterizing the importance of clarity of roles and responsibilities in government inter-organizational collaboration and information sharing initiatives","2019","Government Information Quarterly","43","10.1016/j.giq.2019.101393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075100829&doi=10.1016%2fj.giq.2019.101393&partnerID=40&md5=16a060ef56da86ab1667fc576029041d","Previous research has shown that clarity of roles and responsibilities (CRR) influences the performance of individual organizations as well as inter-organizational efforts. In the context of cross-boundary information sharing (CBIS), CRR has been found to enable other important determinants of success, such as building trust among members, increasing their willingness to participate, and mitigating some of their concerns about security, among others. However, few studies have attempted to understand the determinants of CRR in government CBIS initiatives. Sayogo, Gil-Garcia, and Cronemberger's (2016) analysis of results of a national survey identified three significant determinants of CRR in CBIS, (1) the extent participants use boundary objects, (2) participant skills in terms of collaboration, coordination, and communication, and (3) the diversity of the participating organizations and their goals. Seeking to expand on their findings in terms of new understanding about the influence of significant determinants of CRR in CBIS, this study draws on findings from eight U.S. state and local government public health and criminal justice CBIS cases. This study contributes to existing knowledge about CBIS in the public sector by characterizing the determinants and providing new understanding of the nature of the influence of the determinants of CRR on CBIS. In particular, it shows how the extent of boundary object use, collaboration, and the diversity of participants affect CBIS initiatives in different contexts. In practical terms, creating new understanding of the determinants of CRR has value for public managers and their leadership as they must increasingly collaborate and share information across the boundaries of organizations in the process solving increasingly complex public problems. © 2019 Elsevier Inc.","Boundary objects; Clarity of responsibilities; Clarity of roles; Digital government; Information integration; Information sharing; Trust",""
"Social media adoption in the police: Barriers and strategies","2020","Government Information Quarterly","40","10.1016/j.giq.2019.101441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078488558&doi=10.1016%2fj.giq.2019.101441&partnerID=40&md5=e5f4da77753c0fb24f4b5ad3ff87aaa7","Public organizations often face numerous barriers when it comes to adopting and using social media to communicate and engage with the broader public. This research aims to better understand how barriers to social media adoption can be tackled by zooming in on one specific type of organization: the police. Our research answers the following question: to what effect do police forces manage barriers to the adoption of social media with social media policies? Firstly, by systematically reviewing previous studies using a typology of barriers to ICT adoption, this study identifies the types of barriers that the police are often faced with. Secondly, by qualitatively analyzing two frontrunner cases, the United Kingdom and the Netherlands, this study analyzes how social media policies address and can help overcome these barriers. The empirical analysis indicates that in addressing barriers to social media adoption, a combination of exploration and exploitation is needed to address both structural and cultural barriers to social media adoption. We argue that this fits an approach of the ‘perpetual beta’: ongoing technological innovation requires organization capacity to continuously adapt to socio-technical change. © 2019 Elsevier Inc.","Adoption barriers; Innovation; Police; Social media; Social media policy",""
"Digital service teams in government","2019","Government Information Quarterly","50","10.1016/j.giq.2019.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075170398&doi=10.1016%2fj.giq.2019.07.001&partnerID=40&md5=b62cb9426ed2c3d036159f0390ffcf43","National governments are setting up digital service teams (DST) – IT units outside the centralized CIO's office – to respond to complex governmental and societal challenges in a responsive and agile manner. DSTs emerge as a third space between centralized and decentralized IT departments that are triggered by large-scale IT failures and the need to abandon black swan IT projects - tasks that traditional CIO offices were not able to handle so far. DSTs design principles have been replicated from the initial idea of the UK's Government Digital Service team and implemented in other countries, such as the U.S., Canada, Italy, or Finland. For this article, a qualitative interpretative approach was chosen to understand external and internal context factors that contribute to the emergence of these digital service teams. The article brings initial clarity of the composition and tasks of DSTs and extends the existing theory of context by providing insights about this third space between centralized and decentralized IT departments to organize IT Governance in public sector organizations. © 2019 The Author","Digital service teams; Digital transformation practices; IT governance; Third space IT units",""
"The effects of social media use on control of corruption and moderating role of cultural tightness-looseness","2019","Government Information Quarterly","40","10.1016/j.giq.2019.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067697649&doi=10.1016%2fj.giq.2019.06.001&partnerID=40&md5=a5a2ef3e65c442e40595d2052735c4fb","There is increasing scholarly interest in how social media impacts our society. This paper examines the effect of social media usage in reducing corruption at the country level. By analyzing a five-year (2011–2015) panel dataset of 62 countries, our results suggest that the level of social media usage of a country affects the level of perceived control of corruption after controlling for several variables that have been reported to correlate with a country's corruption including GDP per capita, urban population, female population, press freedom and political stability. Furthermore, we find that cultural tightness-looseness, which is defined as the strength of social norms and degree of sanctioning within the society, negatively moderates the relationship between the nation's social media usage and control of corruption. The relationship is stronger for the set of countries with loose culture, and vice versa. The theoretical and practical implications of the findings and future research directions are also discussed. © 2019 Elsevier Inc.","Corruption; Cultural tightness-looseness; E-government; Panel data; Social media",""
"Relevant social groups for open data use and engagement","2019","Government Information Quarterly","40","10.1016/j.giq.2018.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056219752&doi=10.1016%2fj.giq.2018.11.001&partnerID=40&md5=bce28b983fdd737ecaa916b6cb7aaf22","The opening up of public sector data has provided a new data resource for the citizens. However, the use of open data and its consequent societal value has proved not to be as extensive as initially hoped for, although multiple innovations have emerged; rather it is still considered problematic, and knowledge about open data use is scarce. Therefore, the aim of this paper is to clarify open data use and engagement by people outside the public sector, especially what motives exists and how different user types align to these motives. To achieve this, a document analysis has been carried out of reported use cases identified in EU topic reports between 2014 and 2016. By applying the theory of Relevant Social Groups (RSG), which focuses on the people's interpretation of the purpose with the technology, we identified five RSGs representing overall motives for open data use: 1) Exploring for creativity, 2) Creating business value, 3) Enabling local citizen value, 4) Addressing global societal challenges, and 5) Advocating the open data agenda. We also discuss differences between the relevant social groups and the included user types, issues and implications for understanding the evolvement of the open data field, and suggests research ahead. © 2018 The Authors","Open data; PSI-directive; Re-use; Relevant social groups; Social shaping of technology",""
"Examining citizens' perceived value of internet of things technologies in facilitating public sector services engagement","2019","Government Information Quarterly","99","10.1016/j.giq.2018.09.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054082874&doi=10.1016%2fj.giq.2018.09.009&partnerID=40&md5=191f040f1fb933628eab20b36337952b","With the advancement of disruptive new technologies, there has been a considerable focus on personalisation as an important component in nurturing users' engagement. In the context of smart cities, Internet of Things (IoT) offer a unique opportunity to help empower citizens and improve societies' engagement with their governments at both micro and macro levels. This study aims to examine the role of perceived value of IoT in improving citizens' engagement with public services. A survey of 313 citizens in the UK, engaging in various public services, enabled through IoT, found that the perceived value of IoT is strongly influenced by empowerment, perceived usefulness and privacy related issues resulting in significantly affecting their continuous use intentions. The study offers valuable insights into the importance of perceived value of IoT-enabled services, while at the same time, providing an intersectional perspective of UK citizens towards the use of disruptive new technologies in the public sector. © 2018 Elsevier Inc.","Continuous Use; Internet of things; Perceived Value; Public Sector",""
"Ideology beyond partisanship: The behavior of judges on freedom of information cases in Chile","2019","Government Information Quarterly","7","10.1016/j.giq.2019.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066947510&doi=10.1016%2fj.giq.2019.05.007&partnerID=40&md5=aedb2a45f8dd52c2c957490e308119f6","Based on an original database on votes in non-unanimous decisions (n = 502) in an independent administrative tribunal resolving Freedom of Information (FOI) cases between 2009 and 2017 in Chile, this research tests whether partisanship and ideology explain judges' decisions on administrative information disclosure. We specify a logistic model with pairs cluster bootstrapped t-statistics to account for votes nested in judges and calculate correcting standard errors. The study indicates that when appointing FOI judges close to their parties, politicians cannot count with responsive same party judges to rule in their favor when resolving FOI disputes. Nonetheless, ideology is a strong predictor of judges' decisions when resolving FOI disputes related to privacy and commercial secrets. In doing so, the study enhances our understanding of the behavior of administrative judges working in agencies in charge of controlling the government and sheds light on the role of ideology on adjudication in FOI disputes -an area of law barely explored empirically. © 2019 Elsevier Inc.","Freedom of information; Ideology; Judicial behavior; Partisanship; Transparency",""
