Title,Link,Abstract,ab_content,highlights,hi_content
Enhancing Anaerobic Degradation of Corn Stover Residues and Biogas Production via Rumen Microorganisms,https://link.springer.com/article/10.1007/s40710-024-00738-y,Abstract,"Biotreatment to disrupt the structure of lignocellulosic residues, like corn stover, can be achieved through the hydrolytic ability of rumen microbial communities. This work aims to enhance biogas production from corn stover residues using rumen fluid microbiota. The anaerobic digestibility of corn stover in Biochemical Methane Potential (BMP) tests and continuous stirring tank reactors (CSTR) was examined using rumen fluid as inoculum, in presence of control. Three organic loading rates (OLR), i.e., 1, 2, and 3Â g VS/L.d, were tested, to define the optimum OLR for corn stover digestion. Without treatment with rumen microbiota, a low biogas yield, i.e., 25.04 mL/g VSadded, was obtained during anaerobic digestion of corn stover in BMP tests. Corn stover residues in rumen fluid at 4%, 6% and 12% w/v resulted in cumulative biogas yields of 283, 119 and 88 mL/g VSadded, respectively. Moreover, experiments to define the optimum corn stover to rumen fluid ratio to optimize biogas production were carried out. Addition of rumen fluid microbiota in the CSTR under various OLRs enhanced biogas production by 2â€?.3 times. Corn stover residues in rumen fluid at 4% w/v resulted in the highest biogas production in the CSTR (182 mL/g VSadded). The addition of rumen inoculum into the anaerobic digester at daily basis was found to be essential to enhance biogas production from corn stover. Testing of the anaerobic biotreatment of corn stover residues with rumen fluid in two-stage anaerobic digestion system appears to be a promising approach.",Highlights,"
              
              Corn stover residues are available for biogas production.
              Rumen fluid microbiota were used to break down the complex structure of lignocellulosic residues.
              Improvement in biogas production from 2 to 6.3 times compared to the control was observed.
              Anaerobic digestion of corn stover residues was optimally at 4% w/v corn stover in rumen fluid.
            "
Temporal Dynamics of Soil Erosion and Nutrient Loss in Croatian Orchard: Experimental Insights into Resilience Mechanisms,https://link.springer.com/article/10.1007/s40710-024-00735-1,Abstract,"Erosion processes represent one of the most essential degradation problems, resulting in the waste of valuable resources (soil loss) and pollution (loss of elements). This research aims to study the impacts of four treatments (Tillage, Straw, Corn Stover, Grass) during three seasons (spring, summer, and autumn) on soil physicochemical properties and hydrological response. A rainfall simulator was used (58Â mm hâˆ’â€? for 30Â min) in an intensively managed apple orchard on a Vertisol in Croatia. Portable X-ray fluorescence was employed to determine soil and sediment concentrations of phosporus (P), copper (Cu) and zinc (Zn). Tillage treatment showed lower water stable aggregates and soil organic matter during all three seasons compared to treatments with surface cover. Surface cover affected hydrological response in spring and autumn, thus mitigating time to ponding, time to runoff, runoff, and sediment loss (SL). The summer period was characterized by soil cracking during the dry period, which severely affected hydrological properties, where the infiltration was high enough to mitigate any erosion process. Element losses were positively correlated with SL, thus making them prone to transfer down the slope. Soil water content was highly related to P, Cu, and Zn, affecting their solubility and movement. This study affirmed the positive effects of mulch use and grass cover on the soil properties, hydrological response, and element losses. While these results confirm the positive effects of sustainable management, further investigation is required in terms of experiment duration, to gain precise results to develop a strong strategy in tackling erosion processes.",Highlights,"
              
              Integrated soil management enhances erosion control and sustainability in orchards.
              Intensive agriculture impacts soil health and ecosystem integrity.
              Seasonal dynamics affect soil and hydrology profoundly.
              Advanced mulching and grass cover boost soil quality and reduce pollution.
            "
"Effects of Retention Time, pH, Temperature and Type of Fruit Wastes on the Bioelectricity Generation Performance of Microbial Fuel Cell during the Biotreatment of Pharmaceutical Wastewater: Experimental Study, Optimization and Modelling",https://link.springer.com/article/10.1007/s40710-024-00728-0,Abstract,"In this study, response surface methodology through Box-Behnken design was used to evaluate the interactive effects and optimization of retention time (8-166 days), pH (4.5-7.5), temperature (25-60 Â°C), and quantity of fruit waste additives (10-50 g) on the power generation performance of double-chamber microbial fuel cell (MFC) in the biotreatment of pharmaceutical wastewater (PWW). The effects of fruit wastes (mango fruit waste (MFW), orange fruit waste (OFW), pineapple fruit waste (PFW) as single and all (mixed) fruit wastes (AFW) on the coulombic efficiency (CE) of the MFC, as well as the biochemical oxygen demand (BOD) and chemical oxygen demand (COD) removal efficiencies of the PWW were investigated. A quadratic regression model was formulated based on the four operating variables to predict the power generation. From statistical analysis, the four operating variables significantly affected the power generation performance of MFC. The power generation performance of MFC was significantly influenced by the interaction between the retention time and pH, retention time and temperature, retention time and quantity of additives, pH and quantity of additives, and temperature and quantity of additives. A retention time of 38 days, a pH of 7.13, a temperature of 55 Â°C, and a quantity of additive of 38 g were obtained as the optimum operating conditions for achieving an optimum power generation of 228479.70 mW. The MFC performance with regards to maximum power density, COD and BOD removal efficiencies, as well as CE, can be ranked as follows: (AFW + PWW) > (PFW + PWW) > (OFW + PWW) > (MFW + PWW) > (PWW alone without Fruit Wastes).",Highlights,"
              
              

                
                  MFC-PWW performance was evaluated in terms of COD removal, CE and power generation.
                
                
                  Co-substrate strategy was employed to enhance power output and COD removal from PWW.
                
                
                  MFC process conditions were optimised using RSM-Box-Behnken design.
                
                
                  Fruit wastes used as co-substrate enhanced COD removal, CE and power generation.
                
                
                  The optimum power generated was 228479.70 mW at pH 7.13, 55 Â°C and day 38.
                
              
            "
Organoclay Amended Bentonite for Enhanced Barrier Performance under Lead (II) Permeation,https://link.springer.com/article/10.1007/s40710-024-00727-1,Abstract,"The current study investigated the comparative hydraulic barrier performance of two liner materials, compacted bentonite and organoclay-amended bentonite (BNC), in the presence of lead (Pb2+) contaminants. Laboratory experiments were conducted to assess the physico-chemo-hydro-mechanical performance of both liner materials. The zeta potential and adsorption behaviour of bentonite and organoclay under lead ion permeation were experimentally analysed. Additionally, the pH variation, swelling behaviour, consolidation parameters, compressibility characteristics, and hydraulic behaviour of bentonite and BNC were examined in the presence of varied Pb2+ concentrations, supported by microstructural investigations. The results indicated that increased lead ion concentrations led to a decrease in zeta potential and an increase in metal adsorption capacity for bentonite and organoclay. Additionally, the rise in Pb2+ concentrations increased hydraulic conductivity while reducing pH, liquid limit, swelling, and compressibility of both bentonite and BNC. However, the extent of these variations was notably less for BNC compared to bentonite, indicating its lower chemical sensitivity and higher mechanical stability under Pb2+ permeation. The findings suggest that organoclay-amended bentonite exhibits superior barrier performance compared to conventional bentonite, particularly at elevated concentrations of Pb2+ ions, making it a viable choice for hydraulic barriers in hazardous landfills and tailing impoundments.",Highlights,"
              
              â€?Barrier performance of organoclay amended bentonite (BNC) under Pb2+ was assessed.
              â€?BNC displayed superior mechanical stability and reduced chemical sensitivity.
              â€?Organoclay and bentonite exhibited good sorption capacity for Pb2+.
            "
Competitive Adsorption of 4-Hydroxybenzaldehyde and Toluene onto High Silica Zeolites,https://link.springer.com/article/10.1007/s40710-024-00726-2,Abstract,"To evaluate the ability of zeolites to remove natural low molecular organic substances, p-hydroxybenzaldehyde (p-HBA), a phenolic compound derived from lignin, was chosen as a representative of naturally occurring dissolved organic substances. Two distinct high-silica zeolite materials, namely ZSM-5 and Y, were utilised for the study, and the adsorption process was investigated under a wide range of conditions. It has been observed that p-HBA is adsorbed by both zeolites, and the pH significantly impacts the adsorption of p-HBA, particularly within the low concentration range, while exerting minimal influence on the saturation capacity. For both zeolites, various isotherm models were assessed to accurately describe the adsorption data obtained from aqueous solutions of p-HBA. In addition, to comprehend the selectivity of the adsorbents towards natural organic substances and xenobiotics, the competitive adsorption of mixtures of p-HBA and toluene (TOL) was investigated. The zeoliteâ€™s saturation capacity for p-HBA diminishes with increasing contaminant concentration. Conversely, the adsorption of toluene remains minimally affected by p-HBA, and it has been demonstrated that toluene can displace adsorbed p-HBA from the zeolitesâ€?sites. This finding has been confirmed by diffractometric study that indicates that TOL and p-HBA occupy â€œthe sameâ€?adsorption sites. Furthermore, Rietveld refinements reveal the formation of p-HBA complexes interacting with the framework and stabilising the guest structures within the zeolite porosity. The results obtained are important for the selection of proper adsorbent for the removal of hydrocarbons in environmental application (natural waters).",Highlights,"
              
              â€?ZSM-5 and Y high silica zeolites adsorb p-HBA, and the adsorption is influenced by pH.
              â€?ZSM-5 and Y high silica zeolites exhibit higher selectivity for toluene compared to p-HBA.
              â€?Toluene and p-HBA compete for occupancy sites within the frameworks of both zeolites.
              â€?Toluene can displace p-HBA molecules from the pores of the zeolite.
            "
"Performance Evaluation of Biomedical Waste Incinerator: Environmental, Energy, and Economic Assessment",https://link.springer.com/article/10.1007/s40710-024-00725-3,Abstract,"Improper disposal of biomedical waste (BMW) poses significant threats to public health and ecosystems. Hence, this study was conducted to evaluate the environmental and economic impacts of BMW incineration. The performance of the incinerator, greenhouse gas emissions, and bottom ash (BA) disposal scenarios were investigated based on 1Â kg of produced ash. The incineratorâ€™s flue gas emissions of SO2 and NOx met the EPA standard limits, unlike CO (83.72 mg/m3), which exceeded limits due to incomplete combustion. Natural gas and electricity consumption were major contributors to global warming, releasing 833.21Â kg CO2 eq/ kg ash. Moreover, residual ash contained heavy metals (Zn, Cu, Ni, Cr, and As), posing significant human health toxicity (15.55 to 316.4Â kg 1,4-DCB) and freshwater ecotoxicity (8.29Â kg 1,4-DCB). The human health impact was 0.0036 DALY, primarily due to SO2 and CH4 emissions. Energy utilization in the incinerator was also dominated by fossil fuels (99.4%). Sensitivity analysis indicated a 17.3â€?9.91% reduction in impact categories with initial natural gas depletion. Regarding the BA disposal scenarios, BA solidification was less promising than BA landfill due to heavy metal release and CO2 emissions. Economic assessment revealed a 48.72% contribution of maintenance expenses to total operational costs, with the final BMW disposal cost estimated as 6 US$/kg. This study presents a detailed framework for assessing the eco-environmental burdens of BMW incinerators and identifies critical drawbacks. The findings highlight the need for improved incineration practices to achieve a cleaner environment.",Highlights,"
              
              The biomedical waste incinerator was evaluated considering flue gas and bottom ash.
              Natural gas consumption mostly contributed to environmental impacts.
              Maintenance costs dominated the total operational costs of the waste incinerator.
              The landfill of bottom ash was a promisbiomedicaling disposal approach.
            "
An Economical and Efficient Physico-Chemical Approach for the Reuse of Wastewater in Small and Medium Scale Paint Enterprises,https://link.springer.com/article/10.1007/s40710-024-00724-4,Abstract,"This study aims to apply the concept of decentralized water treatment to develop an economically viable and stable industrial recycling technology for the treatment and reuse of wastewater from small and medium scale paint enterprises. The effects of coagulant type, coagulant dosage, pH value, coagulant aid type, and dosage, as well as hydraulic mixing parameters on the results were investigated using CODCr, turbidity, and coagulation settling volume ratio as the evaluation indicators during the coagulation process. The coagulation mechanism was discussed in conjunction with the analysis results of microscopic morphology and Î¶ potential. Activated carbon adsorption was employed as an advanced treatment method, and further studies were conducted on adsorption kinetics, adsorption isotherms, and secondary adsorption dynamic tests. Based on the indicators and constraints for recycling water, a practical treatment and reuse scheme for paint wastewater was formulated. A detailed economic analysis of the combined technology was performed using Net Present Value (NPV), considering the specific circumstances. This combined process also demonstrates high removal rates for CODCr (96.4%) and turbidity (99.9%) in actual wastewater. The reuse water rate is 80%, with a maximum of 5 cycles, and the economic benefit over the lifecycle is $2322. This process achieves multiple rounds of reuse for paint wastewater, conserving water resources and reducing the pressure on water treatment, thereby possessing high environmental value and economic feasibility.",Highlights,"
              
              The treatment efficiency of the coagulation-flocculation process on industrial paint wastewater is improved.
              The mechanisms of the coagulation-flocculation process are discussed.
              A combined treatment technology is presented.
              Decentralized water reuse reduces the economic costs for paint enterprises.
            "
Cold Region River Flood Mapping and Scour Potential Prediction: Insights from Hydraulic Model Using Advanced Autonomous Surface Vehicles,https://link.springer.com/article/10.1007/s40710-024-00721-7,Abstract,"This study aimed to map the 2022 flood with a 16.5-year return period near a bridge on the Red River, close to Grafton City, North Dakota, and evaluate the scour potential around the bridge. The Red River Basin (RRB) near Grand Forks, ND, and Emerson, ND, is a cold region river vulnerable to floods. Local scouring around bridge piers during floods can lead to hydraulic structure failure. An Autonomous Surface Vehicle (ASV) equipped with LiDAR DEM data from the ND DWRâ€™s LiDAR dataset was used to collect comprehensive bathymetry and discharge data, including the 2022 flood. The HEC-RAS model was used to create flood maps, and the Colorado State University (CSU) methodology was employed to assess local scour around the bridge pier. The study area recorded maximum velocities of 1.71Â m/s, 1.87Â m/s, and 1.56Â m/s for discharge values of 368 m3/s, 784 m3/s, and 1335 m3/s, respectively, with higher velocities recorded upstream of the bridge. The maximum water depth reached 13.14Â m during the peak discharge of 1335 m3/s. Higher discharge resulted in increased Froude number and contraction scour depth, with the latter continuing to increase even when the Froude number decreased as water reached the bridge deck. The study highlights the effectiveness of integrating ASVs, bathymetry, and LiDAR data to comprehensively understand flood dynamics and bridge scour in cold region rivers, offering the way for the development of effective flood control measures and strategies to safeguard critical infrastructure.",Highlights,"
              
              Flood mapping and bridge scour assessment was conducted using an ASV in the Red River.
              The integrated approach using bathymetry, LiDAR, and ADCP data enhanced accuracy.
              Higher discharge increased Froude number and contraction scour depth around the bridge.
              The study demonstrates ASV potential for efficient data collection in cold region rivers.
              The findings provide valuable insights for flood management and bridge scour mitigation.
            "
"Determining the Ecological Status of the Dinaric Karst Natural Lakes in Croatia: Eight Natural Lakes, Seven Lake Types, and One Very Significant Equation",https://link.springer.com/article/10.1007/s40710-024-00723-5,Abstract,"The delicate balance of aquatic environments and communities living in them is closely linked to water quality, making its assessment a crucial factor in environmental management. Despite the progress driven by the European Water Framework Directive, challenges remain, especially in understanding and addressing the specificities of rare freshwater ecosystems, such as the Dinaric karst lakes in Croatia. We aimed to find a solution to two very uncommon issues in freshwater ecological classification and monitoring of lake ecosystems: (1) specific karst lake habitats, resulting in eight natural lakes being classified as seven specific lake types, and (2) a very narrow pressure gradient, as most lakes are in good or high ecological quality status or a near-natural state. A modified proportional stratified sampling approach was used, in which between 2 and 7 sampling sites were identified for each of the eight natural lakes based on various factors, including lake surface area and sediment composition. Environmental parameters and anthropogenic pressures were assessed for each lake. This process led to the creation of a stepwise linear regression model to estimate the reference conditions and a multimetric index to determine the final ecological quality ratios (EQRs) of the lakes. Through extensive sampling and analyses, the study contributes valuable insights to the assessment of water quality and proposes a model applicable to freshwater ecosystems with similar typological challenges and habitat specificities worldwide.",Highlights,"              The ecological assessment of geologically and biologically specific lakes is presented.
              A regression model for hindcasting reference conditions is developed.
              Pressure-response relationships in lake macroinvertebrate communities are analyzed.
              The findings provide insights for the management of freshwater ecosystems worldwide."
Spatial Variations of Genetic Horizons Thicknesses and Erosion Degree Assessment in Temperate Soils,https://link.springer.com/article/10.1007/s40710-024-00722-6,Abstract,"Accurate mapping of soil thickness is crucial for understanding soil characteristics, erosion processes, and land management decisions. In this study, we estimated the spatial variation in the thickness of humus-accumulative genetic horizons (A and Aâ€?â€‰AB) and produced the map of erosion degree using the threshold values and the generated thickness maps (a model-based approach). The study area was a forest-steppe zone in Russia and encompassed four major soil types: Haplic and Luvic Chernozems, Grey-Luvic Phaeozems, and Fluvisols. Our approach incorporated machine learning techniques with environmental variables, such as relief, remote sensing data, climate, soil, and geology maps. We tested two spatial resolutions of covariates (30 and 250 m) to determine the modelling performance. The findings indicated that the average thickness of horizon A and Aâ€?â€‰AB was 37 and 50 cm, respectively, and exhibited variation in the following sequence: Fluvisolsâ€?â€‰Chernozemsâ€?â€‰Phaeozems soils. The analysis showed that soil type and topographic variables significantly contributed to the prediction of soil thickness, whereas 250 m resolution performed slightly better accuracy. The generated map of erosion degree revealed two dominant classes: non-eroded and weakly/slightly eroded soils. Our results provide valuable insights into the factors influencing the spatial prediction of soil thickness and highlight the significance of relief and legacy soil maps. The proposed approach for assessing soil erosion degree can become an alternative to the conventional field-based methods, which are time-consuming and expensive. Moreover, for the expeditiously-detected eroded areas, it is possible to plan or provide preventive soil and water conservation measures.",Highlights,"
              
              â€?Spatial distribution of genetic horizons thicknesses was examined.
              â€?Soil type and relief are crucial factors for thickness modelling.
              â€?The erosion maps were produced based on the soil profile truncation approach.
            "
The Assessment of Heavy Metal Accumulation and Risks in Urban Rivers and Sediments of Chinaâ€™s Nine Major River Systems: A Meta-Analysis,https://link.springer.com/article/10.1007/s40710-024-00720-8,Abstract,"The objective of this study is to analyze the spatialâ€“temporal patterns, identify risk zones and explore the co-occurrence correlation of eight heavy metals (HMs) in urban rivers in nine river systems of China using a meta-analysis. A spatialâ€“temporal analysis was conducted to analyze the variation trend of publications and HMs. Health risk and ecological risk assessment models were used to identify risk zones in river water and sediment, respectively. A co-occurrence network analysis was conducted to determine the co-occurrence correlation of HMs. The results demonstrated that cadmium (Cd), chromium (Cr) and mercury (Hg) in river water in the Huaihe (region 5) and Haihe River systems were 20â€?0 times higher than the environmental quality standards; Hg, Cd, copper (Cu) and zinc (Zn) were heavily accumulated in sediments in the Songliao (region 1), Yellow River (region 3) and Southeast Drainage (region 9) systems. Cr in river water in region 5 posed carcinogenic risks to urban residents through ingestion and dermal contact, while Cd and Cu posed high ecological risks in the sediments in regions 1, 3, 5 and 9. Multiple HMs exhibited significant co-occurrence correlations. In river water, the average clustering coefficients among lead (Pb), Cu, Zn, Cd, Cr and nickel ranged from 0.51 to 0.76. In sediments, eight HMs exhibited even more significant correlations, ranging from 0.34 to 0.81 (pâ€?â€?.05). The coexistence and strong correlation of HMs in urban river systems may exacerbate their potential risks.",Highlights,"
              
              Hg and Cd were the top polluting elements in urban rivers in China.
              Cd in urban river sediments posed significant ecological risks at the national level.
              Significant correlations (râ€?â€?.5) between HMs were found in urban rivers.
            "
Incorporating Size-Dependent Reference Dose (RfD) and Gastric System Effect in Estimation of Nanoparticles Risks to Human,https://link.springer.com/article/10.1007/s40710-024-00717-3,Abstract,"The increasing use and release of a mixture of nanoparticles from various sources have raised concerns about the harm these contaminants can cause. These nanoparticles can enter the human body and undergo multiple transformations. The effect of change of nanoparticle properties while assessing health risk is essential and should be incorporated. This study attempted to determine an oral ingestion risk due to exposure to a mixture of nanoparticles by incorporating the effect of gastric fluid on the physicochemical properties of nanoparticles. The methodology adopted in this work included the development of structure by experimentally determining the impact of human biological fluids (saliva, gastric, and intestinal) on nanoparticle size change, which is a crucial exposure step for risk assessment. The conversion factor, the ratio of nanoparticle size from de-ionized water to natural water to gastric system, was theoretically incorporated in the framework for calculating the Reference Dose. Different exposure scenarios were considered to determine the risk in the absence and presence of antibiotics. The reference dose was determined for (a) no interaction between nanoparticles, i.e., no heteroaggregate formation; (b) nanoparticle heteroaggregate formation in the system. The results indicated that the RfD value for mixture aggregate (nZnOâ€?â€‰nCuO) was found to be 0.543Â mg/kg/d in the presence of Triclosan (0.243Â mg/kg/d) and Sulfadimethoxine (0.282Â mg/kg/d), indicating an increase in toxicity. The risk was higher for the scenarios when ZnO, CuO, Zn, and Cu ions were separately present in the mixture system. Our results help us understand nanoparticle fate in the natural and gastric systems and the behavior of a mixture of nanoparticles in the human digestive system.",Highlights,"
              
              Nanoparticles in aggregated form in mixture suspension did not pose risks.
              The presence of antibiotics decreased the maximum allowable concentration for nanoparticles.
              High nanoparticle concentration can lead to high-risk.
            "
Optimized Photocatalytic Degradation of Antibiotics with Modified Co-MOF and NiCo-MOF Catalysts,https://link.springer.com/article/10.1007/s40710-024-00718-2,Abstract,"The widespread use of antibiotics in agriculture, animal husbandry, and human healthcare has resulted in their accumulation in aquatic environments, exacerbating environmental risks such as antibiotic resistance and chronic toxicity due to inadequate wastewater treatment methods. In response, this study investigates the potential of photocatalytic degradation as a promising approach for antibiotic elimination. Monometallic Co-MOF(DABCO) and bimetallic NiCo-MOF(DABCO) were synthesized using 1,4-diazabicyclo [2.2.2] octane (DABCO) as a chelating agent, with thorough characterization of their physicochemical attributes through various techniques including X-ray diffraction (XRD) and Fourier transform infrared spectra (FTIR). The effectiveness of the synthesized catalysts in photocatalytic degradation was assessed using cefoperazone (CP) as a model pollutant under visible light irradiation. Kinetic studies revealed a pseudo-first-order model, with rate constants of 5.3â€‰Ã—â€?0âˆ’â€? minâˆ’â€? and 7.4â€‰Ã—â€?0âˆ’â€? minâˆ’â€? for Co-MOF(DABCO) and NiCo-MOF(DABCO), respectively. Response surface methodology (RSM) demonstrated satisfactory predictability for CP degradation efficiency, with the importance of the modelâ€™s validity confirmed through analysis of variance (pâ€?â€?.05) and an attained R2 value of 0.99. Optimized conditions (pH 8.5, 0.25Â g Lâˆ’â€? catalyst) resulted in over 88.9% degradation of the initial 46.5 mg Lâˆ’â€? of CP, with confirmed catalyst recyclability under these conditions for up to five cycles. These findings not only contribute to advancing photocatalytic degradation technology but also hold significant implications for environmental remediation and sustainable development efforts, providing an effective and sustainable method for mitigating antibiotic contamination in water systems.",Highlights,"
              
              Monometallic Co-MOF(DABCO) and novel bimetallic NiCo-MOF(DABCO) were synthesized.
              Comprehensive characterization techniques were employed to analyze the composites.
              Kinetic studies showed a pseudo-first-order model for CP degradation.
              NiCo-MOF(DABCO) achieved 92.34% CP removal efficiency under optimized conditions.
              TOC and COD removal efficiencies reached 96.8% and 95.2% with NiCo-MOF(DABCO).
            "
Preparation of Cellulose Fiber from Cattail Using Two-Stage Pretreatment and Choline Chloride-Oxalic Acid Deep Eutectic Solvent Extraction for Oil Adsorption,https://link.springer.com/article/10.1007/s40710-024-00702-w,Abstract,"The aim of this study was to produce cellulose fibers from cattails through a sequence of hydrothermal pretreatment (HTP) and alkaline pretreatment, followed by the synthesis of a deep eutectic solvent (DES). The raw cattail was pretreated in two steps: (1) HTP at 180Â Â°C for 2Â h; and (2) alkaline pretreatment using 3% sodium hydroxide (NaOH) at 90Â Â°C for 1Â h. After that, the pretreated materials were extracted with choline chloride-oxalic acid at temperatures of 50, 70, and 90Â Â°C. The oil adsorption capacity under the optimum conditions was observed for various oil types (palm oil, engine oil, and used cooking oil). The results showed that the optimal temperature for DES synthesis was 70Â Â°C, resulting in microfibers with a composition of 43.13% cellulose, 3.88% hemicellulose, and 8.6% lignin. Adsorbent materials from cattails that have been treated under appropriate conditions can adsorb various oils at a similar rate, approximately 6â€?Â g/g. Biodegradable natural absorbent materials are environmentally friendly and help reduce the burden of weed management.",Highlights,"
              
              Hydrothermal alkaline pretreatment and choline chloride-oxalic acid (DES) enhance cattail fiber oil adsorption.
              Optimal DES synthesis was achieved at 70Â Â°C.
              DES synthesis yields cellulose-rich microfibers, which are perfect for oil absorption.
              The oil absorption capacity following synthesis was two-fold greater than that of raw cattail.
            "
"Adsorption of 2,4-Dichlorophenoxyacetic Acid Herbicide from Aqueous Solution by Using Cement Kiln Dust Solid Waste",https://link.springer.com/article/10.1007/s40710-024-00712-8,Abstract,"The current study examined the adsorption of the herbicide 2,4-Dichlorophenoxyacetic acid (2,4-D) on cement kiln dust (CKD) which is a solid waste generated in a large quantity from cement industries. This study investigated the impact of contact time, pH (2â€?1), CKD dosage (1â€?Â g/100 mL of 2,4-D) and initial concentration of 2,4-D (20 to 120Â mg/L) on the performance of CKD. The optimal conditions for the adsorption process were achieved at a pH of 4, a CKD dose of 1Â g/100 mL of 2,4-D, a concentration of 100Â mg/L and a contact time of 180Â min. The adsorption equilibrium data were analyzed using nonlinear curve fitting to fit them to four different adsorption isotherm models (Langmuir, Freundlich, Temkin, and Dubinin-Radushkevich). The Langmuir isotherm model accurately characterizes the equilibrium data, as evidenced by the high determination coefficient (R2) value of 0.9912. The maximum monolayer coverage capacity (\({q}_{m}\)) was determined to be 10.47Â mg/g. The kinetic data were modelled using the pseudo-first order, pseudo-second order, Elovich, Boyd and intraparticle diffusion models. The kinetics data strongly supports the chemisorption mechanism. The rate-determining step governing the adsorption process was determined to be a mix of external mass transfer and intraparticle diffusion. Because exhaust adsorbent can be reused in numerous applications such as in agriculture and soil stabilization without further treatment, the CKD can be used economically and efficiently (chemisorption nature) for the adsorption of 2,4-D from aqueous solution. This work promotes an environmentally sound solution for managing water contamination.",Highlights,"
              
              â€?Solid waste cement kiln dust (CKD) was used to adsorb 2,4-D herbicide from an aqueous solution.
              â€?The result shows that the adsorption process is of chemisorption nature.
              â€?The optimal conditions were at pH 4, CKD dose of 1Â g/100mL, for 2,4-D concentration of 100Â mg/L.
              â€?Maximum adsorption capacity for optimal conditions was 10.47Â mg/g.
            "
"Cu-TiO2-Aluminosilicate Nanocomposite as Highly Efficient Photocatalyst for Sustainable Removal of Cefixime Antibiotic: Synthesis, Optimization, and Toxicity Evaluation",https://link.springer.com/article/10.1007/s40710-024-00713-7,Abstract,"Antibiotics, as emerging pollutants, cause a range of environmental issues due to their toxic and mutagenic effects, making their removal challenging. The objective of this study is to create a novel and promising photocatalyst. Cu-TiO2-Aluminosilicate nanocomposite was successfully synthesized using a solvothermal process. A range of analytical techniques were employed to characterize Cu-TiO2-Aluminosilicate nanocomposite, like SEM, XRD, UV-Vis, FTIR, BET, and TGA. The Taguchi method of experimental design (L16) was employed to optimize the photocatalysis process and determine the significance of investigated operating variables such as pH (2â€?), photocatalyst dose (0.1â€?.4Â g/L), initial concentration (10â€?5Â mg/L) and temperature (298â€?28Â K). The experimental findings demonstrated that Cu-TiO2-Aluminosilicate nanocomposite exhibited a remarkable photocatalytic activity. The maximal photocatalytic degradation achieved was 89.95% with optimum conditions of pH 4, dosage 0.1Â g/L, initial concentration 15Â mg/L, and temperature 318Â K. The significance of the model was validated using analysis of variance (pâ€?â€?.05). Among the factors studied, pH, temperature and initial concentration were found the most influential. Additionally, the first-order kinetic model (R2â€?â€?.994) demonstrated the strongest correlation with the experimental data indicated by the kinetic study results. The results of reusability experiments showed that prepared nanocomposite maintains its reusability from 89.95 to 68% after three cycles of application. The toxicity assessment of the treated solutions revealed higher cell viability in Scenedesmus and Chlorella sp. Therefore, based on the comprehensive findings, it can be concluded that Cu-TiO2-Aluminosilicate nanocomposite is a novel photocatalyst for effective removal of antibiotics.",Highlights,"
              
              

                
                  A novel Cu-TiO2-Aluminosilicate nanocomposite was synthesized using a solvothermal method.
                
                
                  Cu-TiO2-Aluminosilicate photo-catalytically degraded cefixime upÂ to 89.95%.
                
                
                  Taguchiâ€™s findings indicate that pH, temperature and initial concentration are the most influential factors.
                
                
                  Scenedesmus and Chlorella sp. algae strains showed 92.04% cell viability during the toxicity evaluation.
                
              
            "
"Morphology and Polymeric Composition-Based Source Apportionment of Microplastics in Surface Water and Sediment of Drinking Water Supply Reservoirs in Ranchi, India",https://link.springer.com/article/10.1007/s40710-024-00708-4,Abstract,"We investigated the occurrence of microplastics (MPs), a burgeoning environmental pollutant, in three drinking water supplying reservoirs situated in Ranchi, India.Through comprehensive water and sediment samples analysis, the study attempted to evaluate spatial distribution, conduct morphological examinations, perform polymeric analysis, and conduct source apportionment to pinpoint significant contributors. Morphological examinations were conducted utilizing a stereomicroscope equipped with a fluorescence adapter, while polymeric composition analysis was done on FTIR. Additionally, various indices, such as the MP Diversity Index and Pollution Load Index, were calculated alongside other statistical analyses. The findings revealed the omnipresence of MP particles- fragments, films, fibers, and foamsâ€”in all 180 water samples (total count: 3699â€?873) and 144 sediment samples (total count: 1038â€?166) at notably high concentrations. Eight polymer types could be identified from the FTIR analysis, with PET and HDPE dominance. ANOVA analysis indicated significant sediment differences among the reservoirs, although regression analysis did not show substantial particle settling from surface water to sediment. The MP Pollution Load Index classified two reservoirs as high-risk (Hazard level II). Finally, a source apportionment study based on the potential source items, their categories, relative score, and individual contributory score suggested single-use plastic items and household plastic items to be the major contributor to the MP contamination in these reservoirs.This source apportionment-driven model holds promise for addressing MP contamination in lakes and reservoirs worldwide, facilitating the identification of major contributing factors and informing stakeholders to develop policies in line with Sustainable Development Goals (SDG 6 and SDG 14) for clean water systems.",Highlights,"
              
              

                
                  Microplastics were assessed in water and sediments of drinking water reservoirs.
                
                
                  Fragmented microplastics were predominant, followed by fibers, films, and foam.
                
                
                  Most abundant microplastic types were PET and HDPE polymers.
                
                
                  Human settlements, tourism and recreation seemed to be major microplastic sources.
                
                
                  Source apportionment indicated single-use plastic items as major contributors.
                
              
            "
